,average_valence_number,average_electronegativity,average_atomic_number,mean wt CN_1,std_dev L-shaped CN_2,HF,std_dev wt CN_1,Barrier_energy
3230,8.5,2.8475,29.0,0.0039545330409439,0.3840860268897864,-0.924,0.0022869791306717,0.5166666666665757
3231,11.545454545454543,2.717272727272727,29.181818181818183,0.0364689689191454,0.1124943514001735,-1.181,0.0482439111655014,0.9600000000000364
3234,13.5,2.5425,31.75,0.0035807166043543,0.3779758929332796,-1.079,0.0021834993220364,0.919999999999618
3236,14.125,2.58,34.375,0.0206506589432929,0.3828058257484946,-1.209,0.0120906286006619,0.900000000000091
3237,11.545454545454543,2.7536363636363634,35.0,0.0196018427614342,0.0912014715967628,-1.2,0.0259308005926733,0.9700000000002548
3241,7.75,3.49875,16.0,0.0101970048924976,0.3486099115329417,-1.554,0.0140197292168059,0.0799999999999272
3242,14.5,2.625,34.75,0.022156237435745,0.3875819750222863,-1.047,0.0128142080784558,0.849999999999909
3243,7.0,2.7750000000000004,21.25,0.0181621241422515,0.3803492418024029,-1.386,0.0104877552233605,0.7100000000000364
3244,7.0,3.39,15.25,0.0285317190225717,0.258037261881931,-3.039,0.0164651889080396,0.060000000000097
3245,7.0,3.39,15.25,0.2804333215115144,0.1964386977034636,-2.909,0.4162527393881126,0.0999999999994543
3248,7.25,2.92,27.75,0.0014749217747642,0.3030869612747665,-0.444,0.0017614788196015,0.930000000000291
3249,14.5,2.66125,37.0,0.1009259338416153,0.3485378498213051,-0.988,0.0582705890830669,0.8699999999998909
3250,7.0,2.81125,23.5,0.0962153281506948,0.3406748156995538,-1.284,0.0555509375190825,0.8500000000003638
3252,7.0,3.42625,17.5,0.1343181444075037,0.2099426731059161,-2.815,0.0775499126553631,0.0700000000006184
3256,11.5,1.916666666666667,35.5,0.0117291007051706,1.105783743694546e-14,-0.15,0.0165874532916921,0.6099999999999758
3257,6.0,3.2875,14.25,0.3880482538266356,0.0851262353097558,-3.326,0.2971268165758628,0.0999999999985448
3262,11.666666666666666,2.1,29.666666666666668,0.0238421813715643,1.445296335700811e-14,-0.179,0.0337179362522255,0.8599999999998241
3263,6.0,3.275,18.25,0.4124170807045374,0.1035065917307405,-3.387,0.2972392626047528,0.1000000000003638
3265,11.666666666666666,1.95,35.666666666666664,0.0016709813292741,0.0,-0.127,0.0023631244583317,0.7399999999997817
3271,6.0,2.6925000000000003,18.25,0.3868302111756175,0.273096493444391,-1.444,0.4754050079028845,0.4933333333328846
3272,6.0,3.3075,12.25,0.309854335043417,0.2029666769361937,-3.285,0.4049579705446451,0.036666666665648
3273,13.5,2.3175000000000003,45.25,0.27151043428359,0.3790561927356128,-0.628,0.4211866574130182,0.8400000000001455
3274,6.0,2.68,22.25,0.2835528886356844,0.2931240575914651,-1.505,0.4159514809467083,0.7699999999995271
3275,6.0,3.295,16.25,0.2991709975901412,0.20916085241191,-3.347,0.4079160012518729,0.0433333333324602
3276,13.5,2.305,49.25,0.2686725639853348,0.4101304670038581,-0.646,0.4224603732374447,0.7899999999999636
3277,13.5,2.53625,32.75,0.3712764019990087,0.0711243482620936,-1.092,0.4263311816399926,0.6099999999996726
3278,6.0,2.68625,19.25,0.3891664723874912,0.0526425878953853,-1.453,0.429577584456264,0.6399999999994179
3279,6.0,3.30125,13.25,0.3237934227900878,0.1307189477162887,-3.273,0.4031360345421386,0.0366666666662543
3281,13.5,2.52375,36.75,0.3708646387786196,0.0890305032710088,-1.136,0.4144159221465712,0.6399999999994179
3282,6.0,3.28875,17.25,0.3214902792607189,0.1338615994607348,-3.336,0.4024278589350152,0.0399999999990541
3283,13.5,2.29875,50.25,0.3730612888601921,0.059958359738413,-0.666,0.4334646036282859,0.75
3284,8.5,2.521666666666667,22.5,6.32582906221971e-06,0.251898150120721,-0.838,1.4144983797167018e-05,0.5799999999997757
3292,11.5,2.565,44.5,0.1589066251265157,0.1391281034812476,-0.225,0.1020924080583253,0.9700000000002548
3295,11.0,2.6125,44.0,0.0947389623426931,0.1523523933805974,-0.264,0.1640707836509139,0.9800000000000182
3296,13.333333333333334,2.368333333333333,56.333333333333336,0.0,0.0046654506536092,-0.286,0.0,0.4433333333336122
3297,13.333333333333334,2.143333333333333,65.33333333333333,0.0,0.0023714617875095,-0.288,0.0,0.8500000000000606
3298,13.5,2.208333333333333,34.5,0.0,0.0085026051096781,-0.286,0.0,0.569999999999709
3299,13.5,1.9833333333333332,43.5,1.265165812443942e-05,0.0066932100853701,-0.196,1.7892146506089982e-05,0.7700000000001334
3300,13.5,2.305,40.5,1.897748718665913e-05,0.0055455792716577,-0.34,1.897748718665913e-05,0.310000000000097
3301,13.5,2.08,49.5,1.897748718665913e-05,0.0055634528556152,-0.327,1.897748718665913e-05,0.2999999999998787
3303,8.5,2.3466666666666667,42.16666666666666,0.0,0.0070632651704466,-0.425,0.0,0.7899999999999636
3304,13.5,2.3316666666666666,51.16666666666666,0.0,0.0063479926789146,-0.421,0.0,0.2966666666664726
3305,13.5,2.106666666666667,60.16666666666666,0.0,0.0050657930031652,-0.411,0.0,0.5866666666667394
3308,9.0,2.5725,23.0,0.3744099943990939,5.695639834355983e-05,-0.968,0.4144014272654002,0.1829999999999927
3314,9.0,2.3575,25.0,0.3328809580727891,0.0,-0.522,0.4082490423709475,0.1690000000000964
3317,9.5,2.94,26.0,9.488743593329565e-06,0.4506639505484373,-0.701,1.6434986003640483e-05,0.2300000000000182
3328,8.5,2.2666666666666666,30.83333333333333,0.0,0.009051440460369,-0.374,0.0,0.25
3329,13.5,2.2516666666666665,39.833333333333336,0.0,0.0092967024994964,-0.32,0.0,0.8466666666660482
3330,13.5,2.026666666666667,48.833333333333336,2.530331624887884e-05,0.0088845038812418,-0.214,1.7892146506089982e-05,0.8133333333331999
3331,8.5,2.3633333333333333,36.833333333333336,1.265165812443942e-05,0.0056567240418715,-0.362,1.7892146506089982e-05,0.3500000000003638
3332,13.5,2.348333333333333,45.833333333333336,0.0,0.0060776979713881,-0.376,0.0,0.2133333333334424
3333,13.5,2.123333333333333,54.833333333333336,0.0,0.0073300190510805,-0.354,0.0,0.2933333333336729
3334,8.5,2.39,47.5,0.0,0.0073789392685956,-0.459,0.0,0.3800000000001091
3335,13.5,2.375,56.5,0.0,0.0071202482056699,-0.445,0.0,0.1500000000002425
3336,13.5,2.15,65.5,0.0,0.0069383145683779,-0.423,0.0,0.2766666666663392
3337,3.333333333333333,2.5344444444444445,10.444444444444445,0.4720956915852727,0.0194882431000541,-1.043,0.432014058854487,0.0500000000001819
3338,3.333333333333333,2.247777777777778,13.11111111111111,0.3976450139504722,0.0583968727978705,-0.276,0.4384360159910155,0.0500000000001819
3339,3.333333333333333,2.5377777777777784,6.444444444444445,0.4471263194580151,0.017663864131819,-1.046,0.4325253722730985,0.0500000000001819
3340,5.333333333333333,3.131111111111111,11.11111111111111,0.4179263429924289,0.047684674716548,-1.803,0.3667852340978014,0.0799999999999272
3341,3.333333333333333,2.2511111111111117,11.11111111111111,0.3833996639998331,0.0543688276592946,-0.263,0.4438873076737273,0.0500000000001819
3342,6.5,2.6225,18.5,0.3732475508207376,0.0,-1.071,0.4140605039599431,0.1760000000000445
3343,6.5,2.4075,20.5,0.333676269832197,0.0,-0.588,0.408248722573621,0.1660000000000536
3344,6.5,2.8275,16.5,0.3749920663399912,0.0,-1.505,0.4145757069267646,0.1933333333332333
3345,9.0,2.2825,29.5,0.3342075321872333,0.0,-0.411,0.4082510983911435,0.1730000000000018
3346,8.75,2.7225,25.25,0.1219497107651898,0.4070689231504003,-1.377,0.1218770673619073,0.9699999999998
3348,12.5,2.3675,41.0,0.524768206306397,0.0008497519510716,-0.359,0.2374861538241328,0.2000000000001212
3349,6.5,2.3125,25.0,0.3700014647470223,7.75018122579578e-05,-1.743,0.4119326920898858,0.0399999999999636
3350,10.7,2.279,27.1,0.0185490310051394,0.0122924706444301,-0.544,0.0229759477915717,0.8600000000005821
3352,11.166666666666666,2.5025,32.5,0.1555428290117582,0.0712389905912488,-1.297,0.2729620076982582,0.9600000000000364
3355,7.571428571428571,2.287142857142857,23.571428571428573,0.0,9.493683013581838e-14,-0.316,0.0,0.5500000000001819
3356,7.857142857142857,2.787142857142857,19.285714285714285,0.0,1.0007125377969677e-13,-0.625,0.0,0.0566666666666909
3357,7.857142857142857,2.87,24.428571428571427,0.005628019104206,1.0374888935443027e-13,-0.332,0.0088986795421158,0.0800000000003819
3358,7.571428571428571,2.3742857142857146,28.142857142857142,0.0,8.074302389131424e-14,-0.334,0.0,0.4800000000000182
3359,7.857142857142857,2.874285714285714,23.857142857142858,0.0,9.62536005954963e-14,-0.602,0.0,0.0599999999999454
3360,7.857142857142857,2.957142857142857,29.0,0.0,1.00989586080163e-13,-0.304,0.0,0.0799999999999272
3365,5.571428571428571,2.202857142857143,16.714285714285715,0.0304110599540872,0.0,-0.808,0.04202069617902,0.6300000000001091
3370,8.428571428571429,2.26,21.857142857142858,0.0117941545419807,0.0,-0.569,0.0159422650609744,0.6199999999998909
3371,8.428571428571429,2.26,21.857142857142858,0.0141846178543042,0.0,-0.569,0.0181430233205915,0.8400000000001455
3381,14.0,2.4000000000000004,61.5,0.0199599226556147,0.0824759554325475,-0.223,0.0345716001546697,0.4866666666666788
3382,8.0,2.2285714285714286,21.428571428571427,0.0119116503753787,0.0,-0.641,0.0135656413212733,0.3899999999998726
3388,7.857142857142857,2.782857142857143,16.714285714285715,0.0106817352767139,1.0543801620881949e-13,-0.677,0.0168893064186924,0.0600000000004001
3389,14.0,2.4375,61.5,0.0023636248229912,0.2557667030092822,-0.146,0.0023636248229912,0.4900000000000848
3390,14.0,2.325,66.0,0.0027514752004187,0.1947578857457314,-0.168,0.004765694842891,0.5599999999997939
3391,5.428571428571429,2.1957142857142857,16.571428571428573,0.0305181727849236,0.0,-0.809,0.038597411617062,0.8999999999999394
3392,5.428571428571429,2.1957142857142857,16.571428571428573,0.0244379421542996,0.0,-0.8,0.0330465811798738,0.6299999999996544
3395,8.285714285714286,2.2528571428571427,21.714285714285715,0.0102376561056106,0.0,-0.57,0.0118639525578372,0.8299999999999272
3400,14.0,2.1625,41.0,0.0975202147445431,0.1615199196543534,-0.395,0.1448109625381707,0.9699999999998
3401,9.0,2.93,25.5,0.0,0.3727672591028843,-1.257,0.0,0.949999999999818
3402,11.5,2.36,40.0,0.0175936510577559,0.1375667123062298,-0.304,0.0175936510577559,1.0
3403,14.0,2.3525,44.5,0.0373567850887003,0.1233961403002865,-0.3,0.0227421484141656,0.5866666666667394
3404,14.0,2.24,49.0,0.1102337458935349,0.0703902978649769,-0.267,0.1471229931869389,0.5066666666668121
3405,7.0,2.7625,15.0,0.3061031317156066,6.40358185884408e-05,-0.613,0.404952540367213,0.099999999999909
3407,4.0,2.4625,10.0,0.1548396857404164,0.0357114850552019,-1.013,0.090678353832336,0.2300000000001697
3408,4.0,2.2475,12.0,0.1705258229174882,0.002941199241428,-0.415,0.1890377958686785,0.4200000000000727
3409,4.571428571428571,2.1214285714285714,14.571428571428571,0.0352274858025996,0.0,-1.181,0.0341544407936716,0.6599999999998545
3412,7.428571428571429,2.1785714285714284,19.714285714285715,0.0171570136809199,0.0,-0.914,0.0153623526864191,0.6499999999998636
3413,13.142857142857142,2.1614285714285715,30.0,0.0147391106295616,0.0,-0.788,0.0142266301800694,0.7800000000000485
3415,4.0,2.49,8.0,0.1077944246784775,0.0463036343395914,-0.962,0.0771262829475177,0.1933333333330059
3416,7.428571428571429,2.1700000000000004,24.857142857142858,0.0068518645414064,0.0,-0.845,0.0096139246005928,0.7000000000000455
3417,13.142857142857142,2.152857142857143,35.142857142857146,0.0060193430173939,0.0,-0.766,0.0095174169763977,0.9266666666668848
3419,4.0,2.2750000000000004,10.0,0.1214717115433887,0.0084372103651382,-0.328,0.1334161090606531,0.7266666666666121
3426,8.714285714285714,2.2728571428571427,36.42857142857143,0.0,0.0,-0.381,0.0,0.7300000000000182
3431,8.142857142857142,2.212857142857143,21.571428571428573,0.0267697795910154,0.0,-0.539,0.0416410361318845,0.6799999999998363
3435,11.5,2.4025,40.0,0.0744668191385987,0.1666062370949478,-0.363,0.081068220230442,0.949999999999818
3437,11.5,2.6075,38.0,0.1395479636719913,0.1106107354154569,-0.698,0.1645570053634712,0.9200000000000728
3442,14.0,2.2775,49.0,0.013919045371594,0.0775508027660967,-0.219,0.013919045371594,0.5900000000001455
3443,14.0,2.165,53.5,0.024065865216349,0.0937998637901009,-0.186,0.0268031725644753,0.4499999999995149
3444,8.714285714285714,2.281428571428571,27.285714285714285,0.0,0.0,-0.302,0.0,0.6100000000001273
3445,7.428571428571429,3.0,33.142857142857146,0.513462244923938,5.3654173134503145e-05,-1.04,0.4060379975534982,0.1099999999996725
3447,7.428571428571429,2.325714285714286,23.428571428571427,0.0,0.0018423439554797,-0.486,0.0,0.4600000000000364
3448,10.25,3.015,34.75,0.5237654434295916,0.2710887303721666,-0.536,0.3492439695264561,0.1300000000010186
3451,7.75,3.0650000000000004,30.25,0.595277278058725,0.2260439956602541,-0.587,0.3052639098839897,0.1133333333333818
3452,5.714285714285714,2.207142857142857,16.857142857142858,0.0487106172139301,9.747793945213532e-06,-0.806,0.061881743120891,0.9166666666666666
3453,5.714285714285714,2.207142857142857,16.857142857142858,0.0462095857015048,0.0,-0.806,0.0595850978949085,0.650000000000091
3462,8.571428571428571,2.755714285714286,17.428571428571427,0.0396770491984952,0.0,-1.414,0.0465772248452818,0.1200000000003456
3463,8.571428571428571,2.2642857142857147,22.0,0.0283848036750656,0.0,-0.55,0.0338951213500118,0.8400000000001455
3464,8.571428571428571,2.2642857142857147,22.0,0.0158602442376076,0.0,-0.534,0.021833361324577,0.6399999999998727
3470,8.75,2.41,20.25,0.3615727814922601,0.3969078204936888,-0.212,0.38750116213651,0.8800000000001091
3471,6.25,2.675,13.75,0.3738757224277343,0.4018026530906984,-0.712,0.4047123381398466,0.930000000000291
3476,6.25,2.88,11.75,0.3722435391674851,0.338095311539996,-1.069,0.398615732096698,0.0900000000001455
3478,8.75,2.7975,20.75,0.1328656170172907,0.4735206077638341,-1.534,0.1327133721142649,0.900000000000091
3484,9.714285714285714,2.3842857142857143,44.57142857142857,0.0,0.0,-0.424,0.0,0.7600000000002183
3492,5.0,2.8200000000000003,10.5,0.3485135221360553,0.1741569993478809,-1.558,0.408135588684618,0.0133333333333212
3493,6.0,2.8825000000000003,11.5,0.3669147374482077,0.0,-1.182,0.4123494282172117,0.0099999999999909
3499,8.5,2.0775,24.5,0.00433431993515,1.7854561507214286e-05,-0.564,0.0043360399309149,0.683333333333394
3503,8.571428571428571,2.2971428571428567,29.714285714285715,0.0433308539375501,3.2201955987022365e-05,-0.44,0.0644441375973829,0.913333333333109
3506,7.428571428571429,2.877142857142857,15.142857142857142,0.4048678588821439,0.0014458508291974,-0.877,0.3506258509677498,0.1100000000001273
3507,8.857142857142858,3.0557142857142856,32.0,0.3992103537597873,0.0029850087783584,-0.257,0.3457263078097484,0.1199999999998908
3510,9.714285714285714,2.3314285714285714,40.0,0.0,0.0,-0.382,0.0,0.75
3513,7.0,2.7339999999999995,15.0,0.299503176849896,0.3255856584790727,-1.532,0.3546915383639897,0.8699999999998909
3519,5.0,2.1671428571428573,16.142857142857142,0.0374023020633678,0.0,-0.981,0.0428500069430018,0.8866666666664665
3522,7.857142857142857,2.224285714285714,21.285714285714285,0.0151150041107557,0.0,-0.738,0.0150520850619814,0.8033333333334364
3525,7.857142857142857,2.2157142857142857,26.428571428571427,0.0049690057508772,0.0,-0.648,0.0043991786666505,0.8833333333333636
3529,7.428571428571429,3.0285714285714285,37.71428571428572,0.5041392443708613,0.000104943277418,-1.096,0.4209205845022611,0.5399999999999636
3532,6.0,2.1700000000000004,17.142857142857142,0.0253488479216524,0.0,-0.889,0.0533174441388441,0.5900000000001455
3537,8.0,2.1785714285714284,40.85714285714285,0.1785758967441265,0.1613484105033384,-0.811,0.2341643176353996,0.8900000000000242
3541,5.714285714285714,3.011428571428571,12.285714285714286,0.000173430328869,0.0838993058530623,-0.861,0.0001501950705872,0.8800000000001091
3547,11.714285714285714,2.071428571428572,44.85714285714285,0.0480554128843679,0.0586799174436856,-0.85,0.0890997964824403,0.8233333333334182
3548,7.714285714285714,2.757142857142857,24.285714285714285,0.2288535825656897,0.0284122982107034,-1.505,0.2115788215029674,0.2966666666667758
3550,7.714285714285714,2.845714285714286,33.42857142857143,0.350966186561681,0.1293668186183862,-1.311,0.2392785857568284,0.1300000000001091
3551,5.428571428571429,2.202857142857143,22.857142857142858,0.0006849254350868,0.0142236487069412,-0.93,0.0005931628264833,0.2899999999999636
3552,11.142857142857142,2.185714285714285,33.142857142857146,0.0027012855119899,0.0067385282193512,-0.825,0.0023393818762581,0.910000000000764
3554,5.428571428571429,2.1742857142857144,32.0,0.0076114348629377,0.0078571357549283,-0.861,0.0065916959505546,0.4400000000005093
3555,11.142857142857142,2.157142857142857,42.285714285714285,0.010522304013976,0.0056004807199031,-0.745,0.0091132557636805,0.8600000000005821
3557,14.2,2.358,32.2,0.0072562734867945,0.4307509624506901,-0.32,0.014512546973589,0.9600000000000364
3565,7.714285714285714,2.7857142857142856,28.857142857142858,0.3017497790378028,0.173453148241564,-1.606,0.2158371871703809,0.8699999999995877
3566,7.714285714285714,2.874285714285714,38.0,0.4313207967361085,0.115639462235759,-1.429,0.2783359680162399,0.1400000000003274
3567,9.428571428571429,2.8242857142857143,18.285714285714285,0.1959612736699895,0.0456762074079798,-1.312,0.2717692499681752,0.5933333333332484
3568,9.428571428571429,2.3328571428571427,22.857142857142858,0.0859952037142713,0.162163600934518,-0.261,0.0983701494197433,0.7899999999999636
3569,6.571428571428571,2.335714285714286,17.714285714285715,0.0825865850669215,0.113880650886348,-0.261,0.093600248774637,0.7399999999997817
3571,4.0,2.2088235294117644,12.588235294117649,0.3163383610253454,0.2200563833854748,-0.395,0.3874705742226612,0.0833333333333333
3573,4.0,2.221764705882353,11.647058823529411,0.3027844663678056,0.2197505032856151,-0.366,0.3918518171437409,0.0633333333331999
3574,11.2,2.772,42.8,0.2574026308414766,0.1000408084159307,-0.849,0.2675339834146706,0.8299999999999272
3575,7.636363636363637,3.2372727272727277,12.545454545454543,0.3910521258470573,0.0086911482071221,-1.904,0.4611770491067869,0.0900000000001455
3577,9.2,2.914,31.2,0.1565289566747212,0.1196544435269093,-1.495,0.1678346016074616,0.1466666666665332
3578,5.818181818181818,2.9263636363636363,12.181818181818182,0.3916776811078669,0.1691832947405143,-1.465,0.4607623725780101,0.1000000000003638
3581,11.454545454545457,2.772727272727273,28.181818181818183,0.0293960745983113,0.4252760855265466,-0.423,0.0264567717049473,0.8200000000006185
3582,10.090909090909092,2.7572727272727278,22.272727272727277,0.3156604867695236,0.0982532058262092,-1.294,0.42150958180185,0.9899999999997816
3583,3.526315789473684,2.425263157894737,7.2105263157894735,0.430316105021642,0.1941684358446549,-0.157,0.4777629745557603,0.7600000000002183
3584,3.5789473684210527,2.607894736842105,5.578947368421052,0.4892906859924213,0.0492520206540739,-0.557,0.4514037090157327,0.1099999999996725
3586,9.2,2.976,37.6,0.1905517736130635,0.0950278856404329,-1.176,0.1369865058683718,0.089999999999236
3594,9.2,2.92,24.8,0.1569158183782631,0.1256929956803814,-1.517,0.1576661217633375,0.0900000000001455
3595,8.2,2.384,25.0,0.0134955496335958,0.3868845026575016,-0.496,0.0269910992671916,0.7599999999997635
3596,8.2,2.384,25.0,0.0010025887975645,0.4161121872609395,-0.494,0.002005177595129,0.9800000000000182
3598,10.875,2.135,27.875,1.897748718665913e-05,0.1187089638830718,-0.291,1.897748718665913e-05,0.680000000000291
3599,10.875,2.06,32.375,3.239458335829744e-05,0.0442952504508824,-0.208,3.333209813848917e-05,0.9800000000000182
3602,12.5,2.5775,34.0,0.0314755506602597,0.3303825177070733,-1.398,0.0221893200164806,0.949999999999818
3603,12.125,2.16,30.125,4.744371796664782e-06,0.1787460430273076,-0.208,1.2552427901203715e-05,0.6300000000001091
3606,9.625,2.21,25.625,1.897748718665913e-05,0.1761924894168822,-0.275,1.897748718665913e-05,0.7900000000008731
3613,12.125,2.085,34.625,0.0,0.1108687335019493,-0.133,0.0,0.8699999999998909
3616,9.0,2.8575,28.75,0.0601767757381144,0.3500104608774033,-0.368,0.0602765505669151,0.8800000000001091
3619,12.125,2.3375,43.625,0.000156495909557,0.0663241746410435,-0.35,0.0001474657968044,0.9399999999995998
3625,7.2,2.442,26.0,0.1675808808409309,0.0130509964968658,-1.758,0.2146018299446499,0.7799999999997453
3630,12.125,2.08125,36.875,4.362256669543857e-05,0.1305234676611296,-0.029,6.063333461631578e-05,0.8699999999998909
3633,7.2,2.454,22.4,0.1277181089718626,0.1085812192427765,-1.76,0.1612919758151599,0.6899999999995998
3638,14.125,2.70875,36.625,0.0324505194676515,0.3073982734976915,-0.523,0.0386904588773178,0.930000000000291
3639,7.2,2.41,36.0,0.1782389077323068,0.0560404620063717,-1.821,0.2438247134131092,0.9366666666661936
3641,12.125,2.37,47.625,0.0,0.0505276244189502,-0.215,0.0,0.9600000000000364
3645,5.2,2.444,22.4,0.1324823910879056,0.0078440683296421,-1.746,0.1620730956482716,0.5433333333333698
3647,7.2,2.416,29.6,0.2356352346911293,0.0164829106347607,-1.823,0.2594132732697317,0.7033333333335273
3651,7.2,2.422,32.4,0.1379808296473126,0.02647345380646,-1.823,0.1573671133627468,0.5799999999999272
3654,12.375,2.20375,42.875,0.0026586144511417,0.0227542844303171,-0.745,0.0046048553071142,0.9400000000005092
3657,6.0,2.24125,23.5,0.0113517236315075,0.047710999125989,-0.924,0.0196617620832513,0.2000000000007276
3660,5.2,2.4560000000000004,18.8,0.1174020371302794,0.0498776680487975,-1.754,0.1441191361043817,0.5633333333338063
3662,12.25,2.1975,42.75,0.0024760566451976,0.0370861211535589,-0.724,0.0042886559119008,0.9400000000005092
3667,5.125,2.68,11.125,0.2925900001360623,0.0069652567869675,-2.292,0.414285168150857,0.1200000000008003
3671,6.25,2.2262500000000003,31.75,0.0001755756931502,0.0125331093595189,-0.967,0.0003041060211104,0.4700000000002546
3681,7.35,2.2190000000000003,20.55,0.0130821190187396,0.0558004335548996,-0.469,0.0209880039757236,0.7700000000004366
3682,8.777777777777779,2.397777777777778,25.444444444444443,0.0,0.0086409775139537,-0.23,0.0,0.6300000000001091
3684,6.222222222222222,2.287777777777778,22.88888888888889,0.0384168997837604,0.0170560262180948,-0.859,0.0434756107144653,0.6599999999998545
3687,6.222222222222222,2.265555555555556,30.0,0.0299990659021483,0.0168951973457026,-0.877,0.0345344414987577,0.6700000000000728
3689,6.142857142857143,2.4857142857142853,12.142857142857142,0.331182279210141,0.0158952857655812,-0.113,0.430041731492519,0.2133333333328361
3691,6.222222222222222,2.3200000000000003,24.88888888888889,0.0,0.0160952812434918,-0.864,0.0,0.6700000000000728
3694,14.0,2.368888888888889,34.0,1.686887749925256e-05,0.0516653197155851,-0.263,1.885997839622269e-05,0.6900000000005093
3696,6.222222222222222,2.2977777777777777,32.0,0.0,0.018833536417497,-0.885,0.0,0.6000000000003638
3698,6.222222222222222,2.328888888888889,28.444444444444443,0.0,0.0221149625972235,-0.885,0.0,0.6100000000001273
3700,6.222222222222222,2.306666666666666,35.55555555555556,0.0,0.028046084835419,-0.902,0.0,0.6200000000003456
3702,7.5,2.0425,29.666666666666668,0.0258955301537656,0.1635761271751194,-1.373,0.0319631325794614,0.8600000000001273
3703,7.888888888888889,3.428888888888889,31.88888888888889,0.576940303049761,0.0191927799794499,-1.459,0.3530971373188971,0.0900000000001455
3704,7.888888888888889,2.74,26.11111111111111,0.2664511209851545,0.0310535273561266,-0.554,0.1925026627627911,0.7299999999995634
3705,7.888888888888889,3.286666666666666,20.77777777777778,0.3839707285689968,0.0210432734018772,-1.673,0.2180378370548807,0.0999999999994543
3707,15.444444444444445,2.3744444444444444,35.44444444444444,0.0,0.0284773353853644,-0.154,0.0,1.0
3708,8.777777777777779,2.3833333333333333,27.444444444444443,0.0,0.0138989566172451,-0.302,0.0,0.6600000000003092
3711,7.555555555555555,2.876666666666667,18.88888888888889,0.2344784780118036,0.0218548818861823,-1.626,0.3109971589485361,0.180000000000291
3712,5.333333333333333,2.878888888888889,14.88888888888889,0.2694256346024984,0.0276662850304125,-2.423,0.3236797581244418,0.1033333333328603
3720,5.333333333333333,2.891111111111111,10.88888888888889,0.2222869821743884,0.0071281019304671,-2.402,0.3034479292393303,0.1199999999998908
3721,5.333333333333333,2.3177777777777777,16.22222222222222,0.1564079731533009,0.172921155032886,-0.588,0.3020320584082866,0.8800000000001091
3730,5.777777777777778,2.26,22.444444444444443,0.0111708518499413,0.017576898006471,-0.924,0.0103892970065408,0.1899999999995998
3731,5.777777777777778,2.2377777777777776,29.55555555555556,0.0135208994143425,0.0158730518603837,-0.96,0.0151801404715984,0.25
3732,9.0,3.0955555555555554,20.33333333333333,0.2659834287264459,0.0643473144842531,-0.19,0.2531592031611565,0.1199999999989813
3740,8.0,3.017777777777778,17.333333333333332,0.1036737545001867,0.0475670901193177,-1.538,0.141112997745895,0.1666666666666666
3741,7.5,2.2745,41.6,0.0126695842497167,0.0068019286709639,-0.842,0.0206265467519641,0.7200000000002547
3743,8.0,2.988888888888889,21.33333333333333,0.1301882062884963,0.0275016727042172,-1.627,0.1567268968377456,0.1433333333331271
3745,8.88888888888889,3.0966666666666667,20.22222222222222,0.1982908397957041,0.0209155264628241,-0.209,0.1350690875290434,0.110000000000582
3746,6.222222222222222,3.1811111111111114,10.0,0.252974650676794,0.0326177569445921,-0.428,0.3974603801506156,0.110000000000582
3747,8.88888888888889,3.128888888888889,22.22222222222222,0.1682017655552748,0.0176348071225217,-0.157,0.1468113332884261,0.1200000000008003
3748,6.222222222222222,3.2133333333333334,12.0,0.2797184756196996,0.0306534822086904,-0.387,0.3883111943140818,0.110000000000582
3749,6.222222222222222,3.2222222222222223,15.555555555555555,0.280682080247227,0.0208970937969255,-0.348,0.3875161175447227,0.109999999998763
3750,8.0,3.0644444444444447,14.444444444444445,0.6086632479824634,0.0115663734053104,-1.232,0.2679769445391292,0.3799999999991996
3751,8.0,3.035555555555556,18.444444444444443,0.5310914927312634,0.0040752204421225,-1.369,0.2534796197798888,0.3033333333326785
3754,5.333333333333333,2.8855555555555554,12.88888888888889,0.2469862869851544,0.015014918359114,-2.413,0.3135605726373435,0.1033333333334667
3755,5.333333333333333,2.312222222222222,18.22222222222222,0.1858915001903227,0.0528428939313821,-0.623,0.2997880982634528,0.8699999999998909
3758,8.222222222222221,3.091111111111111,28.666666666666668,0.2039649574474596,0.1078944412286963,-0.368,0.1764385016044239,0.1000000000003638
3759,8.222222222222221,2.948888888888889,17.555555555555557,0.0838387276319693,0.1032680572250153,-0.581,0.0747580851362836,0.110000000000582
3760,8.0,3.04,20.88888888888889,0.072207035296526,0.0482138279050287,-1.638,0.082069213210867,0.1333333333335152
3761,8.0,3.011111111111111,24.88888888888889,0.0805119352070415,0.0325976423235725,-1.722,0.0938306737638648,0.1166666666664847
3764,3.8666666666666663,2.4993333333333334,8.266666666666667,0.5194374660690605,0.075552375898803,-1.366,0.3976759423470747,0.0700000000001637
3765,3.8666666666666663,2.155333333333333,11.466666666666669,0.5090413430020672,0.0684510689833593,-0.443,0.4130398858753087,0.0499999999997271
3766,3.8666666666666663,2.5206666666666666,6.133333333333334,0.5552464230156241,0.0029967425155806,-1.4,0.3866300001663424,0.0100000000002182
3767,3.8666666666666663,2.514,7.2,0.54065866128424,0.0363816388509791,-1.362,0.3865390127191357,0.0399999999999636
3768,3.8666666666666663,2.1700000000000004,10.4,0.5254571810915604,0.0200652950736768,-0.398,0.4040340475231175,0.0400000000004183
