,average_valence_number,average_electronegativity,average_atomic_number,Gap,std_dev wt CN_1,HF,mean wt CN_1,Barrier_energy
2141,3.0,2.47125,6.0,4.601,0.4543542259206191,-1.232,0.463986203585733,0.2266666666667637
2148,12.0,2.2133333333333334,30.0,0.522,0.0,-1.005,0.0,0.5366666666667849
2149,4.25,2.19375,12.5,3.615,0.4983999676654564,-0.445,0.499693191574833,0.0599999999999454
2150,12.0,1.913333333333333,42.0,0.0,0.0,-0.691,0.0,0.6566666666666
2151,12.0,1.913333333333333,42.0,0.036,0.0,-0.591,0.0,0.5833333333333334
2152,4.875,2.78625,9.375,2.112,0.3574636045297535,-1.178,0.2360916858094858,0.2566666666662058
2157,5.25,2.3287500000000003,12.5,1.822,0.4586512714583242,-0.233,0.5541558880120632,0.2899999999999636
2159,11.0,2.5541666666666667,36.16666666666666,0.337,0.0255507123560803,-0.532,0.0156502139135453,0.9733333333336608
2162,6.333333333333333,2.65,19.0,1.354,0.0,-1.174,0.0,0.9733333333334334
2165,5.666666666666667,2.8366666666666664,13.0,0.0,0.0,-2.184,0.0,0.810000000000097
2167,5.666666666666667,2.263333333333333,18.33333333333333,0.028,0.0,-0.879,0.0,0.8499999999999849
2168,5.666666666666667,2.263333333333333,18.33333333333333,0.0,0.0,-0.862,0.0,0.8766666666668547
2169,4.777777777777778,2.867777777777778,9.0,1.179,0.4385824033586889,-1.456,0.3836198227998787,0.3699999999998908
2170,12.333333333333334,2.243333333333333,30.33333333333333,0.248,0.0,-0.708,0.0,0.7233333333332818
2171,12.333333333333334,2.243333333333333,30.33333333333333,0.0,0.0,-0.692,0.0,0.6366666666666939
2172,5.888888888888889,2.864444444444445,11.0,0.892,0.4429207199853944,-1.351,0.3782516829896763,0.5700000000006185
2173,12.333333333333334,1.9433333333333331,42.333333333333336,0.212,0.0,-0.307,0.0,0.6699999999999969
2184,6.0,2.5066666666666664,35.333333333333336,1.534,0.0,-0.874,0.0,0.8566666666665697
2189,12.666666666666666,2.4866666666666664,47.333333333333336,1.238,0.0,-0.594,0.0,0.6599999999998545
2202,11.333333333333334,1.79,68.66666666666667,0.0,0.0,-0.171,0.0,0.8806666666666084
2214,12.0,2.143333333333333,36.0,0.337,0.0,-1.367,0.0,0.8800000000000333
2215,12.0,1.8433333333333333,48.0,0.0,0.0,-0.885,0.0,0.7466666666665182
2216,12.0,1.8433333333333333,48.0,0.259,0.0,-0.787,0.0,0.6566666666665242
2231,5.333333333333333,2.44,18.0,5.406,0.01814968472531,-2.369,0.0256675302913292,0.7599999999997635
2234,14.3,2.386,37.3,0.552,0.1606542651138454,-0.14,0.193386911493032,0.9599999999997332
2237,7.0,2.92,14.333333333333334,0.0,0.0,-0.838,0.0,0.166666666666515
2239,6.666666666666667,2.66,19.33333333333333,0.753,0.0003310687019682,-0.986,0.0004682018484007,0.7399999999999333
2240,6.666666666666667,3.2066666666666666,14.0,1.396,0.0025003827999697,-2.329,0.0035360752668415,0.4299999999998363
2242,12.666666666666666,2.2533333333333334,30.666666666666668,0.0,3.2706891823496774e-05,-0.435,6.108223937324767e-05,0.6766666666665818
2248,8.333333333333334,3.286666666666666,15.666666666666666,0.825,0.0025003827999697,-1.595,0.0035360752668415,0.5233333333335395
2252,6.666666666666667,2.9033333333333338,14.0,0.0,0.0,-1.078,0.0,0.1800000000001394
2253,6.666666666666667,2.33,19.33333333333333,0.654,0.0163379693453746,-0.383,0.0229342176180297,0.8500000000000606
2254,13.333333333333334,2.31,31.33333333333333,0.575,0.0147474486359039,-0.299,0.0206369801201368,0.6566666666666
2255,13.333333333333334,2.01,43.333333333333336,0.282,0.0111838268783997,-0.101,0.0153448959948484,0.6433333333332788
2266,6.4,3.002,16.4,2.494,0.2255489213169347,-1.184,0.3561372572219318,0.8799999999998059
2269,5.333333333333333,2.543333333333333,15.333333333333334,4.504,0.0,-1.748,0.0,0.7133333333332909
2274,13.0,2.2166666666666663,31.0,0.0,0.0068494913991053,-0.417,0.0096866436319726,0.8233333333334182
2276,13.0,1.9166666666666667,43.0,0.0,0.005907960718111,-0.16,0.0083551181735201,0.9533333333333758
2278,11.6,2.249,27.2,0.525,0.0134746467928023,-0.33,0.0165014685386363,0.9433333333336122
2279,6.0,3.013333333333333,19.33333333333333,0.0,0.0,-1.821,0.0,0.7200000000002547
2280,6.0,2.44,24.666666666666668,0.051,0.0,-0.741,0.0,0.7700000000001334
2281,12.666666666666666,2.42,36.66666666666666,0.041,0.0,-0.598,0.0,0.8033333333334364
2283,12.666666666666666,2.12,48.66666666666666,0.0,5.059903832958675e-05,-0.288,7.155784624873766e-05,0.9099999999998544
2287,14.0,2.3366666666666664,32.0,1.015,0.0015957520448576,-0.191,0.0022567341840222,0.9633333333334424
2289,2.6666666666666665,1.6933333333333334,15.333333333333334,0.525,0.0,-0.988,0.0,0.0499999999999545
2290,2.6666666666666665,1.6933333333333334,15.333333333333334,0.608,0.0386370831556653,-0.951,0.054641087009279,0.3333333333332575
2291,2.6666666666666665,1.6933333333333334,27.33333333333333,0.338,1.7892146506089982e-05,-0.919,1.265165812443942e-05,0.5233333333333879
2293,6.666666666666667,3.026666666666667,30.666666666666668,0.169,0.0187475035652526,-0.838,0.0246638799709778,0.2299999999998666
2294,6.666666666666667,2.4533333333333336,36.0,0.53,0.0200458210218423,-0.3,0.0254423850518407,0.5100000000002183
2295,7.0,2.354,20.4,1.546,0.0757252360289056,-0.346,0.0701927551942038,0.8233333333332666
2296,13.0,2.3359999999999994,31.2,0.908,0.0584888374593683,-0.229,0.048239228908913,0.6299999999998059
2297,13.333333333333334,2.433333333333333,48.0,0.567,0.0173631329738901,-0.173,0.0218084204401998,0.996666666666594
2307,9.0,2.0933333333333333,36.333333333333336,0.0,0.0,-0.721,0.0,0.9366666666668
2310,8.0,3.3866666666666667,21.33333333333333,0.782,9.294241516554434e-05,-1.285,0.0001314404240468,0.0400000000001152
2311,12.333333333333334,2.083333333333333,42.333333333333336,0.0,0.0,-0.657,0.0,0.6933333333333849
2313,12.333333333333334,2.083333333333333,42.333333333333336,0.0,0.0,-0.627,0.0,0.7199999999998757
2314,7.333333333333333,2.4533333333333336,26.0,1.12,0.001362888355486,-0.294,0.0019274151963287,0.7700000000001334
2315,7.333333333333333,2.4533333333333336,26.0,0.0,0.0,-0.228,0.0,0.6400000000000242
2317,14.0,2.433333333333333,38.0,0.635,0.127163125892742,-0.247,0.0991548082154645,0.6233333333334485
2320,8.0,3.4133333333333336,32.0,1.099,1.7892146506089982e-05,-1.075,2.530331624887884e-05,0.0199999999999818
2323,14.0,2.4599999999999995,48.66666666666666,1.441,0.0022284468540239,-0.31,0.0031514997639882,0.849999999999909
2325,6.2,2.339,17.8,0.306,0.009720100910228,-0.391,0.0120311751888742,0.460000000000188
2326,12.2,2.321,28.6,0.335,0.0118060896230196,-0.274,0.0170922102857147,0.8533333333337699
2328,6.666666666666667,3.026666666666667,20.0,0.045,0.0202837307552051,-0.925,0.0256443626482209,0.1299999999998059
2330,13.333333333333334,2.433333333333333,37.333333333333336,0.779,0.0166309740134985,-0.343,0.0220119015702614,0.6766666666664302
2331,13.333333333333334,2.1333333333333333,49.333333333333336,0.642,0.0122576843994886,-0.219,0.0157880345024196,0.6733333333334789
2339,12.0,2.247,26.8,1.416,0.0208426693113007,-0.393,0.0155961046433611,0.996666666666594
2340,10.666666666666666,2.22,59.333333333333336,1.169,0.0064674389827859,-0.317,0.0091463399232763,0.9833333333334244
2345,12.666666666666666,2.1166666666666667,30.666666666666668,0.1,0.0,-0.042,0.0,0.7300000000001697
2350,14.0,2.21,65.33333333333333,0.883,0.0040050235426702,-0.335,0.0056639586116677,0.7933333333332181
2351,12.0,2.033333333333333,39.333333333333336,0.516,0.00143731835821,0.005,0.0053687309872026,0.8366666666665878
2355,12.0,2.244,28.6,1.632,0.0355107203745883,-0.41,0.0269463951728565,0.7466666666668971
2359,14.0,2.237,33.0,1.336,0.0366443056255499,-0.306,0.0338469277877587,0.9966666666664424
2361,12.666666666666666,2.393333333333333,70.0,0.075,0.0,-0.081,0.0,0.6199999999997393
2362,12.666666666666666,1.9666666666666668,36.66666666666666,0.095,0.0,-0.016,0.0,0.6766666666667334
2364,11.333333333333334,2.22,47.333333333333336,0.0,0.0025472292451402,-0.218,0.0037994867810209,0.9300000000001396
2366,12.0,2.239,29.4,1.776,0.0535173053339198,-0.403,0.0594314687128331,0.6166666666666364
2368,12.666666666666666,2.486666666666667,30.666666666666668,0.288,0.0001999201727069,-1.178,0.000141364909817,0.8333333333334849
2371,5.333333333333333,2.806666666666666,12.666666666666666,2.855,0.0385255449513517,-2.959,0.0333564733810023,0.2733333333333879
2373,5.7,2.3040000000000003,17.5,0.103,0.0179633782866126,-0.412,0.0118830075693841,0.6599999999998545
2374,6.333333333333333,2.65,19.0,0.0,0.0035295440266773,-1.063,0.0049915290315199,0.3166666666664544
2375,5.666666666666667,2.8366666666666664,13.0,0.0,0.0331641647709317,-2.208,0.0310776449813136,0.2800000000000485
2376,12.333333333333334,1.9433333333333331,42.333333333333336,0.0,0.0003537136514503,-0.318,0.0004941381207884,0.9133333333334122
2377,6.0,3.08,30.0,0.0,0.0,-1.818,0.0,0.7100000000000364
2378,6.0,2.5066666666666664,35.333333333333336,0.0,0.0,-0.696,0.0,0.6366666666664665
2379,12.666666666666666,2.4866666666666664,47.333333333333336,0.032,0.0,-0.503,0.0,0.6733333333331757
2380,12.666666666666666,2.186666666666667,59.333333333333336,0.0,0.0,-0.136,0.0,0.976666666666612
2382,6.0,2.5500000000000003,24.666666666666668,0.596,3.2706891823496774e-05,-1.676,6.108223937324767e-05,0.6866666666668001
2383,12.4,2.241,42.2,0.338,0.058914089807579,-0.581,0.0453299637870075,0.5066666666671154
2389,12.666666666666666,1.9533333333333336,42.66666666666666,0.0,0.0001430727218744,-0.185,0.0001011676918402,0.8933333333331271
2391,13.333333333333334,2.31,31.33333333333333,0.312,0.0,-0.292,0.0,0.8933333333331271
2396,12.333333333333334,1.9333333333333336,48.333333333333336,0.0,0.0339083952674263,-0.46,0.022733390497636,0.8533333333331635
2398,12.333333333333334,1.9,59.0,0.0,0.0316132407409426,-0.37,0.0213747655864191,0.8233333333331151
2399,8.2,2.912,18.4,3.522,0.2893900307343798,-1.281,0.365903644044742,0.1599999999998544
2400,8.333333333333334,3.5,32.333333333333336,0.235,0.3978936910783943,-0.92,0.3252750377128531,0.0233333333338426
2409,7.2,2.939,13.0,4.556,0.2753731446067932,-1.531,0.4439751830210026,0.1499999999996362
2412,13.0,2.08,81.0,0.0,0.0124080477556284,-0.024,0.0110518448990287,0.683333333333394
2414,7.2,2.913,16.6,4.217,0.2876065800755865,-1.631,0.3959466308198424,0.1633333333332605
2417,5.333333333333333,2.543333333333333,15.333333333333334,5.339,9.294241516554436e-05,-1.821,6.572021202341182e-05,0.7133333333334425
2418,8.2,2.925,16.6,2.765,0.2482308042397787,-1.151,0.4688794662233507,0.1666666666660603
2420,4.333333333333333,2.603333333333333,9.0,0.0,0.000879135899752,-0.793,0.0014549359559708,0.1233333333332969
2421,6.4,2.833,23.2,0.525,0.2304180202169718,-1.118,0.2505501773424145,0.1100000000011884
2422,14.666666666666666,2.61,32.666666666666664,0.634,0.017234431770767,-0.308,0.0257557940462317,0.803333333333588
2424,6.666666666666667,2.3833333333333333,29.166666666666668,0.29,0.0393341486761073,-0.43,0.0328003229638944,0.3299999999999272
2429,6.333333333333333,2.9266666666666663,30.33333333333333,1.304,0.0023250890155185,-1.434,0.0020846238349391,0.6099999999996726
2432,7.916666666666667,2.8158333333333334,27.75,0.0,0.036386354268049,-0.468,0.0307478286784181,0.9466666666670184
2433,13.0,2.333333333333333,47.66666666666666,1.115,0.0121793319845729,-0.403,0.0111377311457658,0.7199999999996484
2434,13.0,2.033333333333333,59.66666666666666,0.817,0.0135589355465257,-0.092,0.0139765271177914,0.7999999999995756
2435,13.0,2.106666666666667,70.33333333333333,0.014,0.014773942141277,-0.225,0.0113746309708134,0.8699999999997393
2439,6.333333333333333,2.9966666666666666,18.0,3.675,0.2484632522347069,-1.827,0.3551161367023303,0.1799999999999878
2440,13.5,2.415,45.5,0.192,0.0449977786707726,-0.313,0.0351282102713071,0.7299999999998666
2442,9.333333333333334,3.143333333333333,16.666666666666668,2.822,0.0753131694596079,-0.679,0.2450215651613895,0.1299999999995028
2446,12.0,2.333333333333333,27.33333333333333,2.64,0.0040266111409758,-0.446,0.0029760751141316,0.7900000000005699
2451,9.333333333333334,2.9933333333333336,22.666666666666668,2.667,0.1044282102425795,-1.087,0.1817877971919004,0.7899999999999636
2452,12.0,2.2133333333333334,30.0,0.044,1.7892146506089982e-05,-1.131,1.265165812443942e-05,0.7533333333334061
2453,5.666666666666667,2.8366666666666664,13.0,0.304,0.3616435990073676,-2.239,0.192662456488373,0.5900000000001455
2454,13.666666666666666,2.1333333333333333,60.333333333333336,0.0,0.000672922557878,-0.256,0.0007926072806943,0.8399999999995392
2455,13.666666666666666,2.16,49.66666666666666,0.0,0.0010215573839196,-0.377,0.001760803956359,0.8699999999995877
2459,10.666666666666666,2.22,59.333333333333336,1.11,0.0244694948299961,-0.288,0.0217219406291872,0.9866666666668304
2461,7.733333333333333,3.534,15.333333333333334,4.852,0.3389465394690215,-2.641,0.5560034327558621,0.6533333333330423
2462,7.733333333333333,3.5126666666666666,22.0,2.904,0.3465097958065249,-2.469,0.493295658725878,0.5666666666669092
2463,6.4,3.535333333333333,12.933333333333334,7.041,0.3393955869061703,-3.007,0.58599564812194,0.6766666666668849
2464,7.733333333333333,3.5166666666666666,17.733333333333334,4.966,0.3416194294715802,-2.827,0.5221928984754975,0.6533333333336486
2465,8.066666666666666,3.5780000000000003,13.266666666666667,1.846,0.470310254711171,-2.258,0.424800766816419,0.7600000000002183
2468,6.733333333333333,3.579333333333333,10.866666666666667,3.162,0.4426891795401266,-2.614,0.4626866304612783,0.8000000000010914
2470,8.066666666666666,3.560666666666666,15.666666666666666,1.742,0.4858711710974492,-2.456,0.4050154999986055,0.7700000000004366
2473,7.733333333333333,3.520666666666666,16.533333333333335,4.846,0.3530004951134638,-2.799,0.4883790482166861,0.0166666666670304
2476,7.2,2.306,18.8,1.139,1.859406408300829e-05,-0.518,2.2772984623990958e-05,0.8766666666668547
2480,13.0,2.028,38.2,0.0,0.0,-0.235,0.0,0.6499999999999394
2484,7.0,2.272,18.6,2.014,1.5181989749327302e-05,-0.65,3.0363979498654607e-05,0.9600000000000364
2486,6.8,2.742,17.2,2.838,0.0600963860674842,-2.21,0.0509462582652128,0.1366666666666181
2493,13.4,2.22,31.4,0.0,0.0,-0.295,0.0,0.7333333333331211
2494,13.4,2.04,38.6,0.0,0.0,-0.257,0.0,0.8500000000000606
2503,11.0,2.232,25.8,2.144,1.859406408300829e-05,-0.629,1.5181989749327303e-05,0.9033333333333454
2512,14.4,2.342,32.4,0.166,0.1621628877562962,-0.212,0.0810799186662425,0.6166666666670911
2513,14.4,2.072,43.2,0.015,0.1884130949815042,-0.105,0.094206196457638,0.7599999999999151
2515,7.8,2.316,21.0,0.798,0.0163588374275726,-0.387,0.0054529458091908,0.6700000000000728
2518,13.8,2.028,42.6,0.0,0.0664938189543503,-0.101,0.0332456063603471,0.7733333333330847
2527,14.4,2.406,42.4,0.28,0.1016610744839797,-0.276,0.0508294564128875,0.6566666666667516
2529,14.4,2.136,53.2,0.336,0.1533216301241798,-0.207,0.0766604222834739,0.7533333333331029
2531,13.0,2.228,29.4,1.312,0.0,-0.512,0.0,0.7699999999999818
2535,3.2,2.434,14.8,3.659,0.3713880255721372,-1.814,0.5950774154018348,0.073333333333494
2536,3.2,2.09,18.0,3.774,0.4004591865153393,-0.966,0.5324053799825902,0.0710000000000263
2537,7.2,2.0780000000000003,25.2,3.22,0.4068994165998644,-0.82,0.5200643508523921,0.0099999999999909
2540,13.4,2.124,55.8,0.0,0.0,-0.319,0.0,0.9266666666665818
2545,4.8,2.318,16.4,0.883,0.0,-1.585,0.0,0.9166666666666666
2547,5.2,2.39,16.8,0.0,0.0,-1.397,0.0,0.8733333333333727
2549,14.4,2.422,36.0,0.127,0.0732638773200923,-0.321,0.036628465423313,0.6400000000003274
2552,14.4,2.152,46.8,0.262,0.1415809043675351,-0.264,0.0707900429251736,0.7799999999994421
2556,13.2,2.238,31.2,0.839,0.0021481495812125,-0.851,0.0007160498604041,0.8566666666667212
2579,9.2,2.1700000000000004,31.2,0.0,1.859406408300829e-05,-0.837,1.5181989749327303e-05,0.9433333333332332
2594,8.8,2.062,30.8,0.0,6.368226467876689e-05,-1.081,6.97961067127017e-05,0.6066666666666455
2596,8.8,1.966,30.8,0.0,4.492020778679615e-05,-0.678,7.199305649852755e-05,0.6133333333334576
2599,8.8,2.466,35.6,1.226,0.0938931130412747,-0.082,0.1018370438935179,0.7600000000005215
2600,7.2,2.1,18.0,3.177,0.4194508901151219,-0.771,0.4981251901172138,0.0099999999999909
2602,5.2,2.25,16.4,3.156,0.4725076758364196,-0.374,0.4218135891378836,1.0
2605,5.0,2.148,10.2,0.323,0.0865909692193832,-1.215,0.1660250873572732,0.2966666666665484
2606,4.6,2.732,17.0,1.048,0.2454536677442867,-1.481,0.4314932245506996,0.2200000000002546
2607,4.6,2.732,17.0,1.065,0.2722114047205387,-1.473,0.4157933278387548,0.1099999999999757
2608,4.6,2.738,9.8,0.987,0.2149547243587484,-1.473,0.3601976887009781,0.4133333333332605
2609,4.6,2.738,13.4,1.017,0.2283280878520667,-1.469,0.3953268319150625,0.3099999999999454
2612,10.8,1.982,38.0,3.782,0.0,-1.459,0.0,0.4733333333333576
2616,5.2,2.3120000000000003,22.8,2.352,0.4463613355223583,-0.189,0.4570527489217434,0.9066666666667516
2622,5.2,2.854,19.2,5.291,0.3088007679982249,-0.738,0.4207268993851937,0.1399999999997211
2623,5.2,2.8600000000000003,12.0,5.441,0.2412412935655869,-0.727,0.3495653501005093,0.1333333333335152
2624,3.2,2.518,6.0,3.352,0.3846377130112539,-1.768,0.5679656469583426,0.0499999999999545
2625,3.2,2.1740000000000004,9.2,3.508,0.41463323434045,-0.656,0.5062530614866185,0.0900000000000318
2626,7.2,2.162,16.4,2.75,0.4212251844914119,-0.475,0.4952005658005344,0.0199999999999818
2627,5.2,2.8600000000000003,15.6,5.432,0.2841099702571301,-0.726,0.3934093663589117,0.1566666666661452
2629,12.4,2.226,34.0,0.0,0.0058119861791835,-0.643,0.0029059930895917,0.940000000000206
2638,14.4,2.0460000000000003,46.8,0.133,0.3408016501942217,-0.093,0.1704007664436179,0.7699999999998303
2639,6.4,2.224,29.6,0.0,0.0,-0.827,0.0,0.9599999999998848
2645,13.6,2.264,31.6,0.703,1.5181989749327302e-05,-0.421,7.590994874663652e-06,0.7666666666667273
2647,5.4,2.404,24.2,0.0,4.29347077492426e-05,-1.772,2.14673538746213e-05,0.6333333333332879
2649,5.8,2.318,17.4,0.622,0.0429945721352275,-0.43,0.0215172594463714,0.810000000000097
2650,11.8,2.3,28.2,0.431,0.0611035149655995,-0.312,0.0204453427877608,0.9533333333332242
2656,11.6,2.242,28.0,0.916,1.5181989749327302e-05,-0.499,7.590994874663652e-06,0.8300000000000788
2658,11.6,1.972,38.8,0.272,1.859406408300829e-05,-0.202,2.2772984623990958e-05,0.9800000000000182
2662,4.8,2.83,17.2,3.249,0.2150957337913034,-1.067,0.3515860293905799,0.1499999999999393
2667,8.8,2.676,32.0,0.676,0.0016583541707852,-0.569,0.0013540405104133,0.7466666666662908
2676,8.4,2.658,21.6,0.614,0.1110386938456477,-0.563,0.055573010119597,0.6433333333331271
2685,9.4,2.268,31.4,0.0,1.859406408300829e-05,-0.973,2.2772984623990958e-05,0.976666666666688
2691,5.4,2.2920000000000003,17.0,0.0,1.5181989749327302e-05,-0.942,3.0363979498654607e-05,0.8966666666666848
2693,5.0,2.172,23.8,0.0,1.859406408300829e-05,-1.6,1.5181989749327303e-05,1.0
2695,9.0,2.244,23.8,0.0,3.39899990375733e-05,-1.29,6.570769237323356e-05,0.5699999999999363
2697,12.2,2.216,33.8,0.0,0.0080605168088917,-0.625,0.0040302584044458,0.8633333333332303
2699,9.0,2.16,31.0,0.0,6.278507963191933e-05,-1.437,8.367246571265935e-05,0.6200000000001182
2700,12.2,2.334,28.6,0.0,1.859406408300829e-05,-0.121,2.2772984623990958e-05,0.8333333333330302
2701,9.0,2.064,31.0,0.0,0.0,-1.003,0.0,0.7199999999998757
2702,12.2,2.196,40.2,0.0,0.0008801387826755,-0.613,0.0004400693913377,0.873333333333297
2704,9.0,2.3120000000000003,22.2,1.551,1.859406408300829e-05,-0.409,2.2772984623990958e-05,0.9566666666664788
2707,8.8,2.782,20.8,2.183,0.039420875029508,-1.66,0.0311514397876229,0.1133333333332302
2709,4.8,2.638,9.2,1.078,0.3770909145431426,-0.844,0.589793504910215,0.0133333333333212
2711,13.0,2.272,29.4,1.36,0.012340766533496,-0.448,0.0151127121571728,0.9266666666668848
2713,8.8,2.834,27.2,1.047,0.0438332464905379,-1.188,0.0332774215083921,0.2599999999997635
2720,11.0,2.03,34.6,0.0,0.0,-0.298,0.0,0.6066666666667212
2725,11.4,2.222,27.8,0.0,0.0,-0.327,0.0,0.7466666666668971
2738,2.8,1.7120000000000002,10.8,0.0,0.1296169526422017,-0.402,0.1058317986626286,0.8523333333333009
2739,2.8,1.6920000000000002,14.0,0.0,0.2918730210620689,-0.257,0.2377429326835016,0.4066666666666758
2740,2.8,1.7280000000000002,17.2,0.0,0.2386738106355531,-0.48,0.1948763503409207,0.7730000000000246
2741,2.8,1.7079999999999995,20.4,0.0,0.3349946658282653,-0.3,0.2735219992778047,0.3906666666666751
2749,7.0,2.284,22.2,1.848,0.0653862144463941,-0.593,0.0800814308029318,0.9166666666666666
2750,13.0,2.266,33.0,1.41,0.061391459843924,-0.502,0.0751888755910886,0.943333333333309
2755,9.6,1.956,53.2,0.388,3.920834165960768e-05,-0.533,3.6649343623948605e-05,0.8600000000000515
2757,14.4,2.38,46.0,0.292,0.343332514147372,-0.272,0.1716657324775894,0.680000000000291
2758,14.4,2.1100000000000003,56.8,0.325,0.2784590382762706,-0.194,0.1392292449537334,0.7300000000001697
2759,13.0,2.002,41.8,0.0,0.0,-0.175,0.0,0.8266666666669759
2760,4.8,2.836,10.0,3.166,0.1531281160334847,-1.059,0.2789776621555717,0.356666666666418
2765,5.8,2.402,15.8,2.219,1.859406408300829e-05,-1.337,1.5181989749327303e-05,0.8533333333334667
2769,13.4,2.014,42.2,0.0,0.0,-0.274,0.0,0.7366666666666788
2778,12.0,2.16,33.6,0.0,0.0272589760130773,-0.639,0.0136294880065386,0.9233333333331756
2779,12.0,1.89,44.4,0.0,0.0261924349124656,-0.288,0.0130962174562328,0.9900000000002364
2781,6.0,2.2960000000000003,17.6,0.108,0.0080051986224087,-0.372,0.0098024789467139,0.5799999999999272
2785,12.0,2.278,28.4,0.1,0.0001486855340782,-0.241,0.0001821018453124,0.6699999999997696
2786,8.8,2.394,23.6,0.098,0.0001897543840338,-0.729,0.0002090700189945,0.6033333333333152
2794,4.8,2.836,13.6,3.199,0.1887278832990191,-1.055,0.3236313283818549,0.3133333333333515
2795,10.8,1.972,41.6,3.815,0.0,-1.509,0.0,0.5166666666667273
2798,7.2,2.09,21.6,3.192,0.4129153659678394,-0.797,0.5092504227154091,0.0099999999999909
2804,12.6,2.35,29.0,0.0,1.859406408300829e-05,-0.133,1.5181989749327303e-05,0.696666666666412
2807,8.8,2.9560000000000004,17.2,0.555,0.357267086192653,-0.734,0.4375257095722454,0.9066666666667516
2812,5.2,2.586,9.6,2.333,0.3794356549918954,-1.161,0.5824523252680847,0.4200000000000727
2820,10.4,2.992,25.6,1.424,0.4105268858407968,-1.384,0.514792170855179,0.9033333333336486
2824,14.2,2.524,35.8,1.096,3.920834165960768e-05,-0.804,3.66493436239486e-05,0.9466666666661088
2831,11.0,2.092,32.6,0.0,0.0213824549274634,-0.497,0.0174587013401151,0.6133333333330787
2844,13.8,2.3560000000000003,39.0,0.984,0.0433211794387545,-0.914,0.0353715948934995,0.9433333333336122
2850,10.2,2.584,35.0,0.939,0.0027437468738118,-0.921,0.0022402599413985,0.930000000000291
2851,11.0,2.072,39.0,0.0,0.0216686823630851,-0.512,0.0176924050626679,0.5866666666667394
2856,11.4,2.084,39.4,0.0,0.0143863864206858,-0.549,0.011746435324395,0.680000000000291
2857,11.4,1.904,46.6,0.0,0.0151414903709435,-0.405,0.012375621597316,0.8299999999999272
2861,6.0,2.604,17.6,1.018,0.0517426850544903,-1.175,0.0422477254350115,0.4533333333332242
2863,14.0,2.3920000000000003,39.2,0.684,0.0528741252234728,-0.711,0.04317154246451,0.8000000000000304
2865,10.2,2.5420000000000003,25.0,0.979,0.0105479091023002,-0.689,0.0086123317179645,0.7033333333333758
2866,14.2,2.53,32.2,0.68,0.0177741674767327,-0.592,0.014512546973589,0.7633333333334728
2871,6.4,3.44,21.6,2.36,0.4122362701072523,-2.59,0.5109747767783036,0.0433333333327633
2878,10.0,2.482,28.4,1.575,0.0257995456072142,-1.24,0.0210652407777793,0.8599999999998241
2880,11.4,2.234,31.4,0.394,0.0078426023019736,-0.672,0.0248903968313263,0.8433333333330969
2881,14.0,2.29,42.8,0.972,0.0405012072188739,-0.975,0.0330690972176559,0.6599999999997029
2884,10.0,2.37,35.6,1.028,0.0469266866098128,-1.154,0.038315479171179,0.8599999999996726
2888,9.333333333333334,2.023333333333333,38.66666666666666,1.614,0.000141665155096,-0.603,0.0006575756232746,0.4766666666664605
2889,5.4,2.4880000000000004,17.0,0.0,1.859406408300829e-05,-1.674,1.5181989749327303e-05,0.8700000000001941
2890,6.0,1.98,44.0,1.211,3.469089749989412e-05,-0.691,7.264587187321237e-05,0.3299999999999272
2891,11.0,2.092,32.6,0.0,0.0309735578020235,-0.491,0.0191428134573566,0.966666666665939
2892,11.0,1.912,39.8,0.0,0.0124192351082593,-0.346,0.0101402630036313,0.7699999999998303
2897,11.4,2.104,33.0,0.0,0.0148925177909717,-0.544,0.0121596898577337,0.8833333333326058
2898,11.4,1.924,40.2,0.0,0.0143863864206858,-0.409,0.011746435324395,0.7233333333339639
2899,9.6,2.592,21.2,2.078,0.2233982966570739,-0.458,0.4835208775615541,0.5966666666669577
2900,13.6,2.58,28.4,1.711,0.2309944174747626,-0.431,0.4225623957261659,0.7433333333331879
2906,8.8,2.9240000000000004,24.4,1.001,0.3363282343986803,-0.764,0.4382672224295033,0.996666666666594
2909,13.6,2.528,35.6,1.431,0.3203040632015967,-0.602,0.5545427644321598,0.5766666666665211
2912,5.333333333333333,2.6766666666666663,27.33333333333333,5.533,0.0,-3.291,0.0,0.5433333333333698
2914,8.8,3.03,27.2,1.305,0.350496044891368,-0.59,0.4402832767930338,0.996666666666594
2916,6.8,2.4,20.0,0.221,4.29347077492426e-05,-0.795,8.58694154984852e-05,0.6500000000002425
2917,3.333333333333333,2.083333333333333,24.666666666666668,3.747,0.0,-1.574,0.0,0.5533333333332848
2918,8.8,2.4240000000000004,35.6,0.724,0.3522959745677402,-0.153,0.4310847545506521,0.9966666666668972
2922,11.0,2.072,39.0,0.0,0.0208817276324345,-0.511,0.0163155229852438,0.783333333334061
2923,11.0,1.892,46.2,0.0,0.003995158848611,-0.361,0.0032620335401541,0.7666666666670304
2925,14.4,2.396,39.6,0.117,0.3048216792287279,-0.324,0.1524098135427072,0.7100000000000364
2928,14.4,2.1260000000000003,50.4,0.249,0.270567073271756,-0.259,0.1352832568410564,0.7233333333333576
2931,8.333333333333334,1.593333333333333,38.333333333333336,0.0,1.7892146506089982e-05,-0.317,1.265165812443942e-05,0.0
2936,9.2,2.882,31.2,2.828,0.002044218076494,-1.192,0.002503645605192,0.8133333333331999
