,average_valence_number,average_electronegativity,average_atomic_number,Gap,std_dev wt CN_1,HF,mean wt CN_1,Barrier_energy
587,9.6,2.4200000000000004,22.8,2.253,0.1281447755900694,-0.119,0.1046424221792398,0.7066666666667819
592,4.8,2.88,6.8,6.188,0.0546554719767046,-2.404,0.045231611194472,0.1466666666666848
593,5.0,1.5566666666666666,32.333333333333336,0.0,1.7892146506089982e-05,-0.393,1.265165812443942e-05,0.0099999999999909
598,8.666666666666666,1.6033333333333333,38.66666666666666,0.0,0.0,-0.416,0.0,0.0
600,6.0,2.212,19.2,0.636,0.0,-0.703,0.0,0.7166666666670002
603,5.333333333333333,1.5666666666666664,32.666666666666664,0.0,0.0,-0.442,0.0,0.0166666666666515
605,8.8,2.7880000000000003,17.2,2.642,0.0440235282768221,-1.763,0.0347558706734036,0.2333333333335758
608,14.8,2.254,32.8,0.405,0.2112027627432167,-0.523,0.1475634195349904,0.7599999999999151
612,2.6666666666666665,1.5266666666666666,12.666666666666666,0.023,0.0,-0.39,0.0,0.9833333333332728
618,14.8,1.972,50.8,0.803,0.0084886955248877,-0.287,0.0050880125479776,0.7833333333331515
620,12.4,2.15,30.4,0.399,0.0078627866604974,-0.418,0.0063277073207089,0.8566666666664181
624,11.6,1.9,47.6,0.0,0.001669097070128,-0.493,0.000834548535064,0.9033333333333454
631,5.6,2.4240000000000004,15.6,2.47,0.1197756055097974,-0.128,0.1005717927553447,0.8533333333331635
636,7.2,2.46,27.6,0.44,1.5181989749327303e-05,-0.45,3.0363979498654607e-05,0.9366666666668
637,9.0,2.172,23.8,0.0,0.1500822858050148,-0.207,0.1225416732176124,0.993333333333794
643,15.6,2.35,40.8,1.389,0.1820189848164728,-0.212,0.1973284113709261,0.8299999999997757
645,10.8,2.074,28.8,1.039,0.0,-1.492,0.0,0.5100000000000667
649,11.6,1.86,60.4,0.0,0.002483771879201,-0.387,0.0012418859396005,0.8766666666668547
650,13.0,1.98,38.2,0.0,0.0025984740287513,0.001,0.0021216451601049,0.9166666666660604
651,5.2,2.164,18.4,0.0,0.0,-1.362,0.0,0.6100000000001273
661,10.8,1.9040000000000004,36.4,1.775,0.0077573507277882,-0.448,0.0073262495571887,0.7866666666671639
665,14.8,1.9840000000000004,43.6,0.899,0.0138591988426501,-0.33,0.0117073057949795,0.8533333333334667
667,10.0,2.5933333333333333,25.33333333333333,1.064,0.0,-0.805,3.795497437331826e-05,0.8533333333334667
670,14.8,1.972,50.8,0.964,0.0226032599751631,-0.313,0.0169916000176763,0.7633333333336244
672,12.0,2.706666666666667,44.0,2.984,0.4076203795948286,-0.603,0.6207740636681482,0.0
675,9.333333333333334,2.553333333333333,24.666666666666668,0.293,0.0006618109511153,-1.348,0.0002959708549895,0.7333333333335759
680,10.666666666666666,2.76,23.33333333333333,0.0,0.0,-0.679,0.0,0.910000000000006
681,10.666666666666666,2.473333333333333,26.0,0.0,0.0,-0.447,0.0,0.8466666666668061
685,9.666666666666666,2.686666666666667,22.33333333333333,0.501,0.0,-1.438,0.0,0.8366666666665878
687,9.666666666666666,2.4,25.0,0.455,0.0,-0.807,0.0,0.7066666666667819
689,13.0,2.24,37.0,0.0,0.0,-0.512,0.0,0.9800000000000182
690,11.333333333333334,2.766666666666666,24.0,0.0,0.0,-0.266,0.0,0.8333333333331817
692,10.333333333333334,2.83,23.0,1.738,0.0001604173122579,-1.493,0.0001035425609202,0.3866666666664666
693,10.333333333333334,2.83,23.0,1.728,0.0,-1.474,0.0,0.8000000000001819
699,12.0,2.45,27.33333333333333,2.118,0.4613777052128536,-0.772,0.3478595608822725,0.7100000000001122
701,15.333333333333334,2.44,33.333333333333336,2.076,0.450892048239878,-0.742,0.3642005766363563,0.9533333333332242
704,15.333333333333334,2.29,39.333333333333336,1.936,0.4160559589313125,-0.609,0.4388563056274464,0.9899999999997816
708,6.222222222222222,2.7844444444444445,15.333333333333334,0.0,0.0310476860217206,-1.605,0.0198402849090229,0.5000000000001515
737,4.222222222222222,2.2766666666666664,21.33333333333333,0.0,0.0,-1.363,0.0,0.7999999999956344
748,10.0,2.3633333333333333,25.33333333333333,0.0,0.0,-0.615,0.0,0.683333333333394
749,10.0,2.3633333333333333,25.33333333333333,0.002,0.0106963140146589,-0.606,0.0236274729632764,0.580000000000382
760,8.666666666666666,2.4433333333333334,27.33333333333333,1.618,0.0,-1.714,0.0,0.7733333333330847
766,11.0,2.77,23.666666666666668,0.0,0.0,-0.516,0.0,0.8099999999997939
767,11.0,2.4833333333333334,26.33333333333333,0.0,0.0,-0.344,0.0,0.7133333333331393
770,14.333333333333334,2.3233333333333333,38.333333333333336,0.0,0.0,-0.336,0.0,0.8300000000002304
779,9.333333333333334,2.6766666666666663,22.0,0.0,0.0,-1.638,0.0,0.8866666666666182
785,10.333333333333334,2.58,42.333333333333336,0.0,0.0,-0.042,0.0,0.7166666666665454
786,11.0,2.58,32.333333333333336,0.0,0.0,-0.308,0.0,0.6033333333334667
796,14.0,2.5966666666666667,38.0,0.0,0.0,-0.495,0.0,0.943333333333309
801,8.666666666666666,2.3000000000000003,24.0,2.13,0.0,-1.892,0.0,0.8433333333332484
808,8.666666666666666,2.2533333333333334,30.0,2.969,0.0,-2.087,0.0,0.6866666666668001
809,8.666666666666666,2.2533333333333334,30.0,3.076,0.0,-2.016,0.0,0.6866666666667243
810,9.0,2.29,30.33333333333333,0.0,0.0,-1.592,0.0,0.9766666666669152
815,5.666666666666667,2.570666666666667,19.666666666666668,0.0,0.0325989554501085,-1.318,0.0229634649314709,0.4833333333329695
816,4.0,2.638333333333333,7.777777777777778,3.35,0.3883777881843008,-2.238,0.3357810304576297,0.0533333333335879
818,12.333333333333334,2.35,30.33333333333333,0.0,0.0,-1.206,0.0,0.8266666666665211
820,7.0,2.183,24.6,0.15,0.0183974592108965,-0.752,0.0120825457166248,0.8233333333343277
821,12.0,2.168,33.6,0.104,0.0150387856034494,-0.649,0.0117496341621937,0.8833333333332121
822,12.0,1.943,42.6,0.0,0.0158251582675603,-0.452,0.0126338038728901,0.8266666666671275
824,12.0,2.03,48.0,0.023,0.0080254191699063,-0.487,0.004103018184943,0.7199999999999515
825,12.0,2.054,57.6,0.0,0.0119261728949893,-0.481,0.0126339722407378,0.7933333333336728
827,12.0,2.148,40.0,0.175,0.0156051783795994,-0.63,0.0122561497376904,0.8866666666666182
828,12.0,1.923,49.0,0.077,0.0162841164304636,-0.416,0.0124381573815515,0.6100000000005821
831,12.0,2.01,54.4,0.001,0.0072576159620242,-0.45,0.0036391933957075,0.7233333333339639
832,7.875,2.736875,18.375,0.169,0.2373892546512297,-1.242,0.0901361466771885,0.7733333333335395
833,7.090909090909091,2.7927272727272725,27.09090909090909,3.522,0.1166748069279485,-1.315,0.1806043450199117,0.3166666666669092
836,14.461538461538462,2.4123076923076923,36.61538461538461,0.845,0.3592508079431771,-0.153,0.1577462550013966,0.7999999999998787
839,5.333333333333333,2.7133333333333334,15.333333333333334,6.02,0.0,-3.227,0.0,0.6933333333334607
840,6.769230769230769,2.3653846153846154,18.615384615384617,1.053,0.3594968792950384,-0.295,0.1570873385478275,0.496666666666897
841,12.923076923076923,2.3469230769230767,29.692307692307693,0.7,0.3594157836241686,-0.145,0.1573025851349224,0.9099999999998544
842,3.333333333333333,2.12,12.666666666666666,3.924,0.0,-1.535,0.0,0.7366666666666788
844,6.769230769230769,2.4323076923076923,22.76923076923077,1.75,0.3461459337057682,-0.348,0.1910637320490886,0.6066666666665697
845,12.923076923076923,2.413846153846154,33.84615384615385,1.463,0.3533322585183786,-0.243,0.1718387856781653,0.930000000000291
846,8.666666666666666,2.273333333333333,30.0,4.062,1.7892146506089982e-05,-1.971,1.265165812443942e-05,0.5733333333334182
848,6.769230769230769,2.4507692307692306,30.153846153846157,1.888,0.3439469650257618,-0.346,0.1977436722386856,0.6933333333327028
849,4.666666666666667,1.5766666666666669,20.0,0.0,0.0,-0.282,0.0,0.6933333333332333
851,4.333333333333333,1.4833333333333332,19.666666666666668,0.0,0.0,-0.231,0.0,0.8266666666666728
852,7.333333333333333,2.8266666666666667,17.333333333333332,0.0,0.0,-0.846,0.0,0.7933333333336728
853,7.333333333333333,2.54,20.0,0.008,0.0,-0.567,0.0,0.626666666666703
854,10.666666666666666,2.53,26.0,0.0,0.0,-0.485,0.0,0.8299999999997757
856,10.666666666666666,2.3800000000000003,32.0,0.0,0.0,-0.393,0.0,0.9500000000001212
857,6.666666666666667,2.9333333333333336,16.666666666666668,1.057,0.0,-1.612,0.0,0.6799999999999878
858,6.666666666666667,2.9333333333333336,16.666666666666668,1.131,0.0,-1.592,0.0,0.6499999999996362
859,6.666666666666667,2.9333333333333336,16.666666666666668,0.911,0.0,-1.584,0.0,0.6733333333330241
860,6.333333333333333,2.7533333333333334,16.333333333333332,0.647,0.0,-1.607,0.0,0.6433333333335819
861,6.333333333333333,2.466666666666667,19.0,0.46,0.0,-0.946,0.0,0.4500000000002728
863,9.666666666666666,2.4566666666666666,25.0,0.176,0.0,-0.834,0.0,0.5199999999999818
864,9.666666666666666,2.306666666666666,31.0,0.0,0.0,-0.638,0.0,0.4433333333334606
868,7.0,2.8966666666666665,17.0,2.02,1.7892146506089982e-05,-1.657,1.265165812443942e-05,0.6933333333331575
869,7.0,2.8966666666666665,17.0,2.012,0.0244636863904094,-1.643,0.0475212630646679,0.8300000000000788
872,5.333333333333333,2.6966666666666668,21.33333333333333,6.009,0.0,-3.278,0.0,0.6233333333331453
873,7.0,2.81,17.0,0.0,0.0,-0.887,0.0,0.6433333333332788
877,8.666666666666666,2.516666666666667,21.33333333333333,2.92,0.4442015966635355,-0.901,0.3758383798695011,0.9166666666668184
878,8.666666666666666,2.516666666666667,21.33333333333333,2.243,0.4386383226108027,-0.881,0.3865607841261409,0.6699999999999212
882,8.666666666666666,2.516666666666667,21.33333333333333,1.417,0.0,-0.778,0.0,0.940000000000206
883,12.0,2.5066666666666664,27.33333333333333,2.612,0.4335958667939403,-0.868,0.395411133523724,0.5899999999998423
887,12.0,2.356666666666667,33.333333333333336,2.163,0.4091530428115704,-0.73,0.4672762562958512,0.5933333333332484
892,3.333333333333333,2.103333333333333,18.666666666666668,4.142,0.0,-1.558,0.0,0.6366666666666939
895,6.0,2.9314285714285715,12.571428571428571,0.5,0.4333915488114455,-1.626,0.3190070048643412,0.7600000000002183
900,5.714285714285714,2.922857142857143,12.285714285714286,2.062,0.4286354956968098,-2.277,0.3298578108619972,0.8600000000005821
902,5.714285714285714,2.922857142857143,12.285714285714286,1.564,0.3327136702550369,-2.261,0.2188362292465007,0.1099999999999757
903,8.666666666666666,2.376666666666667,27.33333333333333,3.073,5.059903832958675e-05,-1.404,3.577892312436883e-05,0.6866666666666484
905,10.333333333333334,2.4566666666666666,31.666666666666668,1.412,0.0,-0.704,0.0,0.4166666666665151
906,10.333333333333334,2.4566666666666666,31.666666666666668,1.393,0.0066575712750959,-0.703,0.0047076137948531,0.5199999999999818
912,8.666666666666666,2.793333333333333,24.666666666666668,2.607,0.0,-1.42,0.0,0.6666666666665151
918,12.0,2.4966666666666666,33.333333333333336,1.067,0.0,-0.757,0.0,0.6066666666668729
927,10.666666666666666,2.6366666666666667,42.66666666666666,0.062,0.0,-0.408,0.0,0.6166666666664847
929,10.666666666666666,2.486666666666667,48.66666666666666,0.0,0.0,-0.38,0.0,0.7433333333334909
937,6.333333333333333,2.583333333333333,16.333333333333332,0.176,0.0,-0.467,0.0,0.6566666666666
938,6.666666666666667,2.43,19.33333333333333,0.0,0.0,-0.743,0.0,0.5766666666665211
939,10.0,2.42,25.33333333333333,0.0,0.0,-0.685,0.0,0.6699999999999212
940,10.0,2.27,31.33333333333333,0.0,0.0,-0.55,0.0,0.9299999999998364
942,3.4285714285714284,1.7899999999999998,24.857142857142858,0.0,0.0,-0.156,0.0,0.060000000000097
944,5.333333333333333,2.58,15.333333333333334,0.62,0.0,-1.574,0.0,0.8299999999999272
945,13.0,2.262857142857143,31.0,0.0,0.0,-0.229,0.0,0.6200000000000424
946,13.0,2.005714285714286,41.285714285714285,0.0,0.0,-0.143,0.0,0.5833333333333334
948,11.714285714285714,2.1685714285714286,29.714285714285715,0.0,0.0,-0.484,0.0,0.6933333333331575
949,11.714285714285714,1.9114285714285717,40.0,0.0,1.8782841147017697e-05,-0.176,2.168855678475329e-05,0.7366666666665272
951,5.333333333333333,2.51,21.33333333333333,1.923,0.0,-1.885,0.0,0.4966666666667454
952,5.333333333333333,2.51,21.33333333333333,1.849,0.0,-1.86,0.0,0.7199999999999515
953,7.666666666666667,2.5500000000000003,20.33333333333333,0.0,0.0,-0.455,0.0,0.4699999999999515
954,11.0,2.54,26.33333333333333,0.0,0.0,-0.46,0.0,0.8233333333334182
955,11.0,2.39,32.333333333333336,0.0,0.0,-0.428,0.0,0.9133333333332606
956,7.333333333333333,2.9599999999999995,23.33333333333333,0.04,0.0,-0.651,0.0,0.7599999999997635
959,5.333333333333333,2.6533333333333338,15.333333333333334,4.243,0.0,-3.012,0.0,0.7466666666667455
960,6.428571428571429,2.138571428571429,19.857142857142858,0.0,0.0,-0.494,0.0,0.7899999999999636
961,12.142857142857142,2.1214285714285714,30.142857142857142,0.0,0.0,-0.348,0.0,0.8900000000000242
962,12.142857142857142,2.1214285714285714,30.142857142857142,0.0,0.034876278611509,-0.344,0.0204241086079326,0.9633333333331392
963,12.142857142857142,1.8642857142857143,40.42857142857143,0.0,1.8782841147017697e-05,-0.09,2.168855678475329e-05,0.8533333333331635
964,8.666666666666666,2.8800000000000003,35.333333333333336,1.03,0.0,-0.723,0.0,0.6099999999998241
965,6.0,2.7433333333333336,16.0,0.0,0.0,-1.814,0.0,0.6933333333331575
966,5.333333333333333,2.606666666666667,21.33333333333333,4.395,0.0,-3.178,0.0,0.7033333333332242
972,7.666666666666667,2.646666666666667,26.33333333333333,0.0,0.0,-0.395,0.0,0.5700000000001637
973,11.0,2.6366666666666667,32.333333333333336,0.0,0.0,-0.447,0.0,0.8133333333331999
974,11.0,2.486666666666667,38.333333333333336,0.0,0.0,-0.483,0.0,0.8966666666666848
975,13.428571428571429,2.275714285714286,31.428571428571427,0.0,0.0,-0.226,0.0,0.5766666666665211
976,13.428571428571429,2.018571428571428,41.71428571428572,0.0,0.0,-0.183,0.0,0.6900000000002061
977,11.0,2.513333333333333,49.0,0.0,0.0,-0.493,0.0,0.8999999999999394
982,10.666666666666666,2.6633333333333336,32.0,0.0,0.0,-0.579,0.0,0.5866666666667394
984,10.666666666666666,2.513333333333333,38.0,0.0,0.0,-0.572,0.0,0.6466666666668365
985,7.0,2.646666666666667,25.666666666666668,0.0,0.0,-0.398,0.0,0.6966666666668667
988,12.142857142857142,2.1214285714285714,30.142857142857142,0.0,0.0321427289757959,-0.329,0.0303770218229243,0.9266666666668848
990,10.0,2.271428571428572,53.142857142857146,1.11,0.0377065382466447,-0.246,0.0330560693956238,0.9199999999997696
998,8.666666666666666,2.356666666666667,24.0,2.079,0.0,-1.865,0.0,0.9866666666668304
999,8.666666666666666,2.2066666666666666,30.0,0.399,0.0,-1.621,0.0,0.6200000000000424
1000,9.0,2.4166666666666665,24.33333333333333,0.0,0.0,-1.361,0.0,0.4900000000000848
1005,9.0,2.3466666666666667,30.33333333333333,0.0,0.0,-1.582,0.0,0.7033333333335273
1008,13.727272727272728,2.5890909090909093,36.63636363636363,0.293,0.0,-0.978,0.0,0.5033333333334061
1010,9.333333333333334,2.296666666666667,30.666666666666668,0.0,0.0,-0.75,0.0,0.4733333333336607
1013,9.0,2.1966666666666668,36.333333333333336,0.0,0.0,-1.28,0.0,0.716666666666697
1015,13.727272727272728,2.343636363636364,58.45454545454545,0.155,0.0,-0.42,0.0,0.933333333333394
1017,7.333333333333333,3.1,14.666666666666666,0.101,0.0,-1.454,0.0,0.0300000000000485
1018,7.333333333333333,2.813333333333333,17.333333333333332,0.016,0.0,-1.056,0.0,0.7100000000000364
1023,5.0,1.63,20.33333333333333,0.0,1.7892146506089982e-05,-0.468,1.265165812443942e-05,0.3066666666666909
1024,5.0,1.6833333333333336,15.0,0.0,9.294241516554436e-05,-0.568,6.572021202341182e-05,0.1299999999998817
1026,5.0,1.95,15.0,0.0,0.0277953338143714,0.011,0.0393085380509716,0.2000000000000454
1027,5.0,1.6666666666666667,17.666666666666668,0.0,0.0001430727218744,-0.446,0.0001011676918402,0.6100000000001273
1028,8.333333333333334,1.62,29.666666666666668,0.0,0.0,-0.106,0.0,0.533333333333303
1029,5.0,1.5766666666666669,26.33333333333333,0.0,1.7892146506089982e-05,-0.378,1.265165812443942e-05,0.3000000000001061
1030,6.333333333333333,3.026666666666667,13.666666666666666,0.884,0.0,-2.316,0.0,0.5333333333334546
1031,6.333333333333333,2.74,16.333333333333332,0.494,0.0,-1.564,0.0,0.806666666666691
1032,9.666666666666666,2.73,22.33333333333333,0.0,0.0,-1.43,0.0,0.3666666666663332
1037,2.6666666666666665,1.43,27.33333333333333,0.41,1.7892146506089982e-05,-0.623,1.265165812443942e-05,0.0499999999999545
1038,6.0,1.4233333333333331,33.333333333333336,1.372,1.7892146506089982e-05,-1.067,1.265165812443942e-05,0.4900000000000091
1039,6.0,1.2733333333333334,39.333333333333336,1.409,5.059903832958675e-05,-0.979,7.155784624873766e-05,0.0833333333332575
1042,6.0,1.7666666666666666,21.33333333333333,1.623,0.0001251805753683,-0.712,0.0001264710080891,0.2833333333334546
1047,8.666666666666666,3.0766666666666667,16.0,3.152,0.0,-2.229,0.0,0.0400000000001152
1056,15.0,2.115,42.0,1.262,0.0,0.039,0.0,0.9133333333333364
1057,8.666666666666666,3.0666666666666664,22.0,2.236,0.0,-2.035,0.0,0.0266666666667939
1058,8.666666666666666,2.78,24.666666666666668,1.012,0.0,-1.404,0.0,0.7899999999999636
1060,12.0,2.77,30.666666666666668,2.237,0.0036316436824314,-1.426,0.0073362667060899,0.6266666666663999
1061,4.0,2.54,6.0,4.667,0.0,-1.292,0.0,0.7019999999999982
1063,7.333333333333333,2.92,34.0,0.462,0.0,-0.92,0.0,0.8866666666666182
1069,5.333333333333333,2.973333333333333,10.0,5.091,0.4377427517088914,-1.977,0.3883038720299458,0.1233333333331453
1072,5.333333333333333,2.853333333333333,12.666666666666666,0.729,0.0,-2.297,0.0,0.1300000000001091
1073,5.333333333333333,2.783333333333333,18.666666666666668,2.342,0.0,-2.566,0.0,0.330000000000382
1074,7.666666666666667,2.8233333333333337,17.666666666666668,0.0,0.0,-0.965,0.0,0.3533333333336183
1076,11.0,2.813333333333333,23.666666666666668,0.0,0.0,-0.944,0.0,0.0266666666667939
1079,7.333333333333333,3.233333333333333,20.666666666666668,0.121,0.0,-1.125,0.0,0.0299999999998969
1081,5.333333333333333,2.9266666666666663,12.666666666666666,4.62,0.0,-3.807,0.0,0.0333333333334546
1082,8.666666666666666,3.1533333333333338,32.666666666666664,0.583,0.0,-1.231,0.0,0.0499999999997271
1084,7.666666666666667,2.92,23.666666666666668,0.0,0.0,-0.843,0.0,0.7899999999999636
1085,11.0,2.91,29.666666666666668,0.0,0.0,-0.873,0.0,0.0233333333332363
1086,11.0,2.936666666666667,40.333333333333336,0.0,0.0,-0.85,0.0,0.0233333333332363
1088,7.333333333333333,2.9466666666666668,23.33333333333333,0.017,0.0,-1.061,0.0,0.7699999999999818
1091,10.666666666666666,2.936666666666667,29.33333333333333,1.355,0.0,-1.055,0.0,0.6200000000000424
1092,10.666666666666666,2.936666666666667,29.33333333333333,0.0,0.0,-0.984,0.0,0.0500000000001819
1095,5.333333333333333,2.64,15.333333333333334,1.613,0.0,-2.839,0.0,0.7599999999997635
1097,5.666666666666667,2.6300000000000003,21.666666666666668,0.0,0.0,-2.503,0.0,0.2833333333331514
1098,8.666666666666666,2.6300000000000003,21.33333333333333,0.859,0.0,-2.691,0.0,0.75
1099,9.0,2.69,21.666666666666668,0.0,0.0,-2.109,0.0,0.4400000000000545
1101,9.0,2.62,27.666666666666668,0.0,0.0,-2.338,0.0,0.3233333333334182
1112,4.666666666666667,1.6133333333333333,20.0,0.0,1.7892146506089982e-05,-0.428,1.265165812443942e-05,0.2999999999999545
1113,4.666666666666667,1.6666666666666667,14.666666666666666,0.0,0.0,-0.535,0.0,0.1400000000001
1117,4.666666666666667,1.65,17.333333333333332,0.0,0.0002627624032083,-0.421,0.0001858010771494,0.4233333333332514
1118,15.0,2.115,42.0,0.754,0.0,0.088,0.0,0.8700000000001182
1121,4.666666666666667,1.5599999999999998,26.0,0.0,1.7892146506089982e-05,-0.235,1.265165812443942e-05,0.7000000000000455
1123,11.0,2.1333333333333333,26.33333333333333,0.046,0.1280320061163578,-0.398,0.0905322997337941,0.6800000000000637
1125,14.0,2.75,57.0,1.985,0.0,-0.159,0.0,0.9533333333333758
1129,9.0,2.85,48.0,2.118,0.0,-0.237,0.0,0.589999999999994
1130,9.0,2.85,48.0,1.118,0.0,-0.2,0.0,0.7333333333332727
1131,12.0,2.35,33.333333333333336,0.833,0.0,-0.465,0.0,0.996666666666594
1141,8.5,2.99,43.5,0.174,0.0,-0.01,0.0,0.136666666666315
1148,11.0,2.123333333333333,32.333333333333336,0.414,0.112185996677337,-0.367,0.0793274790047165,0.7733333333333121
1153,8.0,1.9733333333333332,29.33333333333333,0.0,0.0,-1.092,0.0,0.8366666666666637
1154,13.5,2.3200000000000003,65.5,0.037,0.2349404297898305,0.034,0.2349404297898305,0.3733333333332969
1155,11.333333333333334,1.9633333333333327,35.333333333333336,0.0,0.0,-1.02,0.0,0.5566666666665393
1156,11.333333333333334,1.8133333333333328,41.333333333333336,0.0,0.0,-0.794,0.0,0.6866666666667243
1159,2.6666666666666665,2.1533333333333333,9.333333333333334,2.867,0.3236184163600616,-1.356,0.5588476805741994,0.0566666666666151
1160,2.6666666666666665,2.1533333333333333,9.333333333333334,3.26,0.4047441201471773,-1.329,0.525724356532277,0.0366666666666333
1161,2.6666666666666665,1.8666666666666665,12.0,3.359,0.4084741708057297,-0.766,0.4892450321082086,0.0629999999999881
1162,6.0,1.856666666666667,18.0,2.947,0.4092179281635401,-0.668,0.4798969168670871,0.0299999999999727
1163,6.0,1.7066666666666668,24.0,2.637,0.4160529644746745,-0.477,0.4430430231854206,0.0400000000001909
1164,2.6666666666666665,2.2066666666666666,4.0,3.935,0.4105088555530875,-1.584,0.4695791697940456,0.0633333333332757
1166,2.6666666666666665,1.92,6.666666666666667,3.969,0.4273076022171514,-0.778,0.4107435539341697,0.0063333333333351
1167,6.0,1.91,12.666666666666666,3.4,0.4316092473041242,-0.635,0.4009483930986435,0.0433333333332939
1168,2.6666666666666665,2.19,6.666666666666667,2.802,0.3568859672644081,-1.365,0.5305960679485343,0.0199999999999818
1170,2.6666666666666665,2.19,6.666666666666667,3.504,0.4045026807252108,-1.364,0.5038486422213111,0.0566666666666909
1171,2.6666666666666665,1.903333333333333,9.333333333333334,3.56,0.4125695831867146,-0.709,0.4578310306171348,0.0370000000000345
1173,6.0,1.893333333333333,15.333333333333334,3.022,0.415246741739789,-0.593,0.4463195107192363,0.0133333333333212
1174,6.0,1.7433333333333334,21.33333333333333,2.703,0.4316803928212473,-0.382,0.4007936917878094,0.0266666666666424
1188,9.0,1.875,45.0,4.089,0.343078257514339,-1.762,0.6390969711713745,0.6733333333333272
1196,10.666666666666666,2.48,48.66666666666666,0.215,0.0,-0.265,0.0,0.8566666666665697
1209,9.0,1.89,27.0,4.374,0.0,-1.647,0.0,0.7566666666667364
1216,13.5,2.58,40.5,0.0,0.0,-0.247,0.0,0.9666666666667728
1218,13.5,2.62,56.5,1.177,0.0,-0.228,0.0,0.9733333333333576
1219,9.0,1.89,36.0,4.112,0.2895412656658258,-1.723,0.5896831653096194,0.5633333333333516
1222,11.0,2.3833333333333333,32.333333333333336,0.0,0.0,-0.207,0.0,0.6866666666664969
1234,11.0,2.48,38.333333333333336,0.0,0.0,-0.203,0.0,0.8666666666666364
1235,14.333333333333334,2.47,44.333333333333336,0.0,0.0,-0.273,0.0,0.8933333333334303
1237,10.5,2.145,37.5,0.0,0.0,-1.039,0.0,0.7300000000000182
1252,8.666666666666666,2.1533333333333333,36.0,2.543,0.0,-1.845,0.0,0.7899999999999636
1260,9.0,2.53,23.0,2.612,0.0,-0.451,0.0,0.6466666666668365
1261,12.0,2.143333333333333,42.0,2.724,0.0,-1.686,0.0,0.0
1266,9.5,2.58,48.5,1.66,0.0001502585877393,-0.525,0.0007076618191878,0.8699999999997393
1275,4.333333333333333,1.5200000000000002,19.666666666666668,0.0,1.7892146506089982e-05,-0.391,1.265165812443942e-05,0.2666666666665757
1276,4.0,1.99,18.0,4.91,0.2663531879837928,-1.917,0.5989365894084021,0.7799999999999727
1279,5.333333333333333,1.64,20.666666666666668,0.0,1.7892146506089982e-05,-0.404,1.265165812443942e-05,0.3766666666665514
1280,2.6666666666666665,1.6933333333333334,21.33333333333333,0.461,0.0018225545481409,-0.954,0.0013266956544461,0.0599999999999454
1281,2.6666666666666665,1.6933333333333334,21.33333333333333,0.495,0.0402476618167699,-0.913,0.0411376704204711,0.0499999999999545
1284,4.333333333333333,1.5733333333333337,14.333333333333334,0.0,1.7892146506089982e-05,-0.513,1.265165812443942e-05,0.2199999999999514
1287,6.0,1.45,24.666666666666668,1.268,0.0,-1.151,3.795497437331826e-05,0.8066666666665393
1289,10.0,1.706666666666667,45.333333333333336,1.041,0.0002572429152666,-0.625,0.0001818982097972,0.8966666666666848
1290,8.5,2.68,31.5,0.159,0.0,-0.346,0.0,0.6033333333331635
1292,4.333333333333333,1.5566666666666666,17.0,0.0,1.7892146506089982e-05,-0.387,1.265165812443942e-05,0.4666666666666212
1293,4.0,1.99,27.0,4.689,0.3193825413562516,-1.903,0.6487897860642693,0.4700000000000273
1294,4.0,1.99,27.0,4.651,0.0,-1.823,0.0,0.1933333333332333
1296,12.666666666666666,2.27,42.66666666666666,0.0,0.0025344270999227,-0.424,0.0011713852302622,0.6200000000000424
1298,5.333333333333333,1.6766666666666663,18.0,0.0,0.0001999201727069,-0.375,0.000141364909817,0.5766666666665969
1307,5.333333333333333,1.586666666666667,26.666666666666668,0.0,0.0,-0.408,0.0,0.3700000000000424
1309,8.666666666666666,2.51,21.33333333333333,0.0,0.0105909526796391,-2.04,0.0074889344589987,0.776666666666794
1313,4.666666666666667,1.9366666666666668,23.33333333333333,0.0,0.0,-1.193,0.0,0.7799999999998969
1314,8.0,1.9266666666666663,29.33333333333333,0.0,0.0,-1.09,0.0,0.5566666666666151
1315,5.5,2.245,28.5,0.0,0.0,-1.327,0.0,0.4533333333333758
1316,5.5,2.245,28.5,0.0,0.0,-1.271,0.0,0.3933333333334303
1317,8.0,1.7766666666666666,35.333333333333336,0.0,0.0,-0.816,0.0,0.6633333333334122
1318,8.0,2.93,18.0,0.0,0.0,-1.185,0.0001073367693731,0.0099999999997635
1320,7.5,2.23,21.5,0.0,0.0,-0.419,0.0091912317716412,0.876666666666703
1324,12.5,2.215,30.5,0.0,0.0,-0.266,0.0,0.7233333333332818
1325,12.5,2.215,30.5,0.0,0.0,-0.225,0.0,0.5600000000001728
1329,12.5,1.99,39.5,0.0,0.0,-0.088,0.0,0.6799999999999878
1330,12.5,1.99,39.5,0.0,0.0,-0.027,0.0,0.6000000000001364
1338,15.0,2.0966666666666662,39.0,1.222,0.0011336764218126,-0.034,0.0008205328916017,0.75
1342,6.0,2.12,20.0,0.0,0.0,-0.44,0.0,0.5633333333333516
1351,11.666666666666666,2.06,33.0,1.574,0.0007185715891908,-0.061,0.0005608295680308,0.8566666666665697
1352,14.0,2.06,54.66666666666666,0.297,0.0445120702519268,0.017,0.0317247389367757,0.6966666666667152
1353,11.333333333333334,2.6933333333333334,43.333333333333336,1.12,0.2972717899683831,-0.1,0.2985366126215763,0.8166666666669092
