,average_valence_number,std_dev wt CN_1,average_electronegativity,average_atomic_number,thickness,mean q2 CN_12,uc_area,Barrier_energy
2063,3.7142857142857135,0.3790490766718447,2.677142857142857,5.142857142857143,5.632,0.0,20.225,0.3100000000004002
2065,3.7142857142857135,0.3509930560907723,2.6700000000000004,6.285714285714286,6.524,0.0,22.604,0.0266666666666424
2068,8.0,0.0,3.3866666666666667,21.33333333333333,2.1,0.0,9.901,0.2000000000000454
2069,7.333333333333333,0.0,3.026666666666667,20.666666666666668,1.958,0.0,8.289,0.1899999999998272
2070,7.333333333333333,0.0,2.4533333333333336,26.0,1.471,0.0,15.076,0.7300000000000182
2071,7.333333333333333,0.0,2.4533333333333336,26.0,2.49,0.0,10.935,0.6200000000001182
2072,14.0,0.0,2.433333333333333,38.0,2.626,0.0,12.08,0.9700000000000272
2073,14.0,0.0,2.1333333333333333,50.0,2.757,0.0,13.986,0.8033333333335122
2074,7.333333333333333,0.0,3.053333333333333,31.33333333333333,1.886,0.0,8.581,0.2000000000000454
2075,7.333333333333333,0.0,2.48,36.66666666666666,2.464,0.0,11.06,0.7000000000000455
2076,14.0,0.0,2.4599999999999995,48.66666666666666,2.62,0.0,12.167,0.5633333333332757
2077,14.0,0.0,2.16,60.66666666666666,2.774,0.0,13.966,0.716666666666697
2078,3.6666666666666665,0.0,2.2266666666666666,15.666666666666666,1.975,0.0036502019859375,6.378,0.1256666666666888
2080,3.6666666666666665,0.0,1.413333333333333,17.0,3.932,0.0046954236942326,6.763,0.0759999999999839
2081,14.0,0.0,2.706666666666667,38.0,2.634,0.0,12.377,0.5366666666666333
2082,14.0,0.0,2.506666666666667,50.0,2.81,0.0,14.04,0.6666666666665909
2084,9.0,0.0,2.4033333333333333,27.666666666666668,3.085,0.0,12.12,0.8766666666665515
2087,15.666666666666666,0.0,2.3833333333333333,39.66666666666666,3.336,0.0,13.056,0.7533333333334061
2094,11.666666666666666,0.0,2.1533333333333333,29.666666666666668,2.933,0.0020220825865705,13.481,0.5300000000000485
2102,12.0,0.0,2.333333333333333,27.33333333333333,2.948,0.0,12.925,0.7066666666666302
2103,12.0,1.7892146506089982e-05,2.333333333333333,27.33333333333333,2.879,0.0,10.663,0.5933333333333243
2107,8.666666666666666,0.0,2.9466666666666668,22.0,2.018,0.0,8.977,0.4533333333333758
2109,8.666666666666666,0.0,2.373333333333333,27.33333333333333,2.955,0.0,11.83,0.8066666666666151
2127,5.666666666666667,0.0,2.22,35.0,3.132,0.0038583664464602,9.666,0.2266666666666121
2128,5.666666666666667,0.0,2.22,35.0,3.067,0.0022686030803156,9.903,0.236666666666603
2131,12.333333333333334,0.0,2.2,47.0,3.305,0.0030509290536721,10.626,0.3633333333333818
2132,12.333333333333334,0.0,1.9,59.0,3.65,0.0045735146717153,11.801,0.6033333333333152
2133,5.5,0.1630068932769685,2.80375,12.25,4.063,0.0,29.518,0.5066666666665091
2134,11.333333333333334,0.0,1.86,62.66666666666666,4.662,0.0065097920822523,9.715,0.8943333333333688
2135,11.333333333333334,0.0,1.86,62.66666666666666,4.711,0.0061637667677984,9.627,0.8496666666666215
2140,3.0,0.4532393111105808,2.4775,5.0,4.162,0.0,27.72,0.8033333333331333
2141,3.0,0.4543542259206191,2.47125,6.0,4.522,0.0,32.006,0.6499999999997877
2142,6.0,0.0,3.1666666666666665,13.333333333333334,2.601,0.0027759750671258,7.01,0.7400000000000091
2149,4.25,0.4983999676654564,2.19375,12.5,5.679,0.0,50.703,0.0399999999999636
2150,12.0,0.0,1.913333333333333,42.0,3.49,0.0032914896167443,12.141,0.6766666666667334
2152,4.875,0.3574636045297535,2.78625,9.375,5.859,0.0,29.178,0.0833333333333333
2153,5.5,0.2281024704836847,2.79875,10.0,3.811,0.0,27.103,0.569999999999709
2157,5.25,0.4586512714583242,2.3287500000000003,12.5,8.297,0.0,28.943,0.1599999999998544
2165,5.666666666666667,0.0,2.8366666666666664,13.0,1.828,0.0,9.682,0.6333333333334394
2167,5.666666666666667,0.0,2.263333333333333,18.33333333333333,2.988,0.0040252942017881,8.792,0.1799999999998363
2168,5.666666666666667,0.0,2.263333333333333,18.33333333333333,2.942,0.0026536008988335,8.842,0.2566666666666606
2169,4.777777777777778,0.4385824033586889,2.867777777777778,9.0,5.35,0.0,38.464,0.2100000000000363
2172,5.888888888888889,0.4429207199853944,2.864444444444445,11.0,5.874,0.0,39.924,0.25
2174,12.0,0.0,2.24,46.66666666666666,3.774,0.0095904448851095,8.424,0.4890000000000327
2182,6.0,0.0,3.08,30.0,2.474,0.0031816373403047,6.956,0.2699999999999818
2184,6.0,0.0,2.5066666666666664,35.333333333333336,3.146,0.006680101602609,8.79,0.8199999999999363
2201,11.333333333333334,0.0,1.79,68.66666666666667,5.019,0.0043694440267519,9.968,0.818333333333309
2202,11.333333333333334,0.0,1.79,68.66666666666667,5.05,0.0040531842117117,9.9,0.6063333333333579
2211,5.333333333333333,0.0,2.1633333333333336,24.0,2.892,0.0,11.743,0.3199999999999363
2236,14.333333333333334,0.0048014947298693,2.6,32.333333333333336,4.754,0.0,25.565,0.7733333333333879
2237,7.0,0.0,2.92,14.333333333333334,4.083,0.0,10.444,0.25
2240,6.666666666666667,0.0025003827999697,3.2066666666666666,14.0,1.86,0.0,20.369,0.2100000000000363
2246,15.0,0.0034724509750858,2.606666666666667,33.0,4.994,0.0,24.483,0.6799999999999878
2248,8.333333333333334,0.0025003827999697,3.286666666666666,15.666666666666666,1.952,0.0,18.038,0.1633333333335637
2252,6.666666666666667,0.0,2.9033333333333338,14.0,4.106,0.0,10.676,0.2399999999997817
2253,6.666666666666667,0.0163379693453746,2.33,19.33333333333333,2.951,0.0,17.184,0.6700000000000728
2269,5.333333333333333,0.0,2.543333333333333,15.333333333333334,3.544,0.0,23.145,0.7733333333333879
2279,6.0,0.0,3.013333333333333,19.33333333333333,2.619,0.0,14.729,0.2399999999997817
2286,7.333333333333333,0.0010372535026919,2.356666666666667,20.0,1.16,0.0,27.9,0.3800000000001091
2289,2.6666666666666665,0.0,1.6933333333333334,15.333333333333334,2.323,0.0031287724906231,29.59,0.0466666666666242
2290,2.6666666666666665,0.0386370831556653,1.6933333333333334,15.333333333333334,2.506,0.0,28.279,0.8833333333333636
2291,2.6666666666666665,1.7892146506089982e-05,1.6933333333333334,27.33333333333333,2.631,0.0033025053298234,31.335,0.5666666666666819
2293,6.666666666666667,0.0187475035652526,3.026666666666667,30.666666666666668,2.501,0.0,14.994,0.2399999999997817
2294,6.666666666666667,0.0200458210218423,2.4533333333333336,36.0,3.093,0.0,19.501,0.8899999999998727
2307,9.0,0.0,2.0933333333333333,36.333333333333336,3.357,0.0025417440548214,10.779,0.2200000000000272
2310,8.0,9.294241516554434e-05,3.3866666666666667,21.33333333333333,2.114,0.0,21.637,0.2199999999997999
2311,12.333333333333334,0.0,2.083333333333333,42.333333333333336,3.498,0.0039227658444137,11.132,0.396666666666609
2313,12.333333333333334,0.0,2.083333333333333,42.333333333333336,3.502,0.0034194300981491,11.093,0.2933333333333697
2314,7.333333333333333,0.001362888355486,2.4533333333333336,26.0,1.273,0.0,30.612,0.8000000000001819
2320,8.0,1.7892146506089982e-05,3.4133333333333336,32.0,2.09,0.0,22.313,0.2199999999997999
2321,14.666666666666666,0.0023631244583317,2.533333333333333,61.333333333333336,2.843,0.0,35.084,0.466666666666697
2323,14.0,0.0022284468540239,2.4599999999999995,48.66666666666666,1.503,0.0,33.867,0.8199999999998605
2324,14.0,0.0029271532311724,2.16,60.66666666666666,1.713,0.0,39.15,0.849999999999909
2328,6.666666666666667,0.0202837307552051,3.026666666666667,20.0,2.461,0.0,14.784,0.1500000000000909
2329,6.666666666666667,0.0195300410268888,2.4533333333333336,25.33333333333333,3.086,0.0,19.231,0.5
2330,13.333333333333334,0.0166309740134985,2.433333333333333,37.333333333333336,3.321,0.0,20.827,0.533333333333303
2333,9.333333333333334,0.0,2.553333333333333,58.0,2.53,0.0,34.08,0.189999999999903
2335,9.333333333333334,0.0,2.1266666666666665,24.666666666666668,2.583,0.0,25.058,0.2100000000000363
2337,5.333333333333333,0.2456123556445863,1.9266666666666667,32.666666666666664,6.884,0.0,11.144,0.4900000000000091
2352,8.0,0.0193784603874475,2.26,21.4,3.146,0.0,40.876,0.7400000000002365
2362,12.666666666666666,0.0,1.9666666666666668,36.66666666666666,3.522,0.0,24.832,0.9333333333335456
2371,5.333333333333333,0.0385255449513517,2.806666666666666,12.666666666666666,1.976,0.0,15.563,0.3166666666664544
2372,5.333333333333333,0.0128856662587455,2.2333333333333334,18.0,2.803,0.0,20.872,0.6466666666665333
2375,5.666666666666667,0.0331641647709317,2.8366666666666664,13.0,2.069,0.0,14.629,0.2200000000002546
2377,6.0,0.0,3.08,30.0,2.664,0.0,14.874,0.25
2385,5.333333333333333,0.01814968472531,2.1633333333333336,24.0,2.868,0.0,23.773,0.5966666666666546
2399,8.2,0.2893900307343798,2.912,18.4,3.44,0.0,60.171,0.3099999999994907
2400,8.333333333333334,0.3978936910783943,3.5,32.333333333333336,2.589,0.0,43.72,0.2200000000011641
2401,15.0,0.0092150544515015,2.62,61.66666666666666,3.401,0.0,72.503,0.6466666666665333
2409,7.2,0.2753731446067932,2.939,13.0,2.811,0.0,57.5,0.3399999999983265
2413,7.0,0.0008245331640733,2.4533333333333336,36.333333333333336,2.754,0.0,41.061,0.9200000000000728
2414,7.2,0.2876065800755865,2.913,16.6,3.328,0.0,57.325,0.3500000000003638
2417,5.333333333333333,9.294241516554436e-05,2.543333333333333,15.333333333333334,5.552,0.0,37.533,0.9633333333337456
2418,8.2,0.2482308042397787,2.925,16.6,2.861,0.0,63.265,0.3299999999999272
2420,4.333333333333333,0.000879135899752,2.603333333333333,9.0,3.932,0.0,26.655,0.3133333333335031
2421,6.4,0.2304180202169718,2.833,23.2,5.411,0.0,65.755,0.3799999999991996
2429,6.333333333333333,0.0023250890155185,2.9266666666666663,30.33333333333333,2.86,0.0,28.171,0.2199999999993451
2430,6.333333333333333,0.0115462308605084,2.353333333333333,35.666666666666664,3.501,0.0,36.525,1.0
2431,6.333333333333333,0.0208332768607131,2.353333333333333,35.666666666666664,3.26,0.0,36.215,0.8299999999999272
2439,6.333333333333333,0.2484632522347069,2.9966666666666666,18.0,6.162,0.0,24.107,0.4399999999995998
2442,9.333333333333334,0.0753131694596079,3.143333333333333,16.666666666666668,4.004,0.0,34.315,0.2899999999999636
2451,9.333333333333334,0.1044282102425795,2.9933333333333336,22.666666666666668,4.037,0.0,31.68,0.2600000000002183
2452,12.0,1.7892146506089982e-05,2.2133333333333334,30.0,3.116,0.0016227262011128,43.405,0.636666666666315
2453,5.666666666666667,0.3616435990073676,2.8366666666666664,13.0,6.656,0.0,21.24,0.2999999999992724
2454,13.666666666666666,0.000672922557878,2.1333333333333333,60.333333333333336,3.254,0.0,64.955,0.9900000000000848
2461,7.733333333333333,0.3389465394690215,3.534,15.333333333333334,7.531,0.0041585287587651,23.366,0.6366666666672245
2462,7.733333333333333,0.3465097958065249,3.5126666666666666,22.0,8.432,0.0021370024158458,24.742,0.4333333333318781
2463,6.4,0.3393955869061703,3.535333333333333,12.933333333333334,7.149,0.0054204327358113,22.405,0.9333333333330908
2464,7.733333333333333,0.3416194294715802,3.5166666666666666,17.733333333333334,7.966,0.0030062636843231,24.31,0.6033333333331635
2465,8.066666666666666,0.470310254711171,3.5780000000000003,13.266666666666667,7.252,0.0,23.22,0.2299999999995634
2468,6.733333333333333,0.4426891795401266,3.579333333333333,10.866666666666667,6.92,0.0,21.908,0.2966666666670789
2470,8.066666666666666,0.4858711710974492,3.560666666666666,15.666666666666666,7.684,0.0,24.536,0.2399999999997817
2473,7.733333333333333,0.3530004951134638,3.520666666666666,16.533333333333335,7.749,0.0017403186577825,23.263,0.143333333332824
2475,7.2,3.294054197952278e-05,2.822,14.0,3.77,0.0,20.289,0.9299999999996847
2480,13.0,0.0,2.028,38.2,5.275,0.0009889437928049,11.519,0.589999999999994
2486,6.8,0.0600963860674842,2.742,17.2,5.612,0.0,16.69,0.5499999999997272
2492,9.4,0.0,2.232,24.2,4.553,0.0018755938761854,10.979,0.5933333333332484
2493,13.4,0.0,2.22,31.4,4.824,0.0016877852941796,11.455,0.5433333333332181
2494,13.4,0.0,2.04,38.6,5.156,0.0010566558545719,12.158,0.8599999999999758
2496,7.0,0.0,2.084,21.8,5.916,0.0007359074315834,10.718,0.3533333333332393
2505,9.6,0.2881653058795531,2.904,28.0,4.422,0.0,24.802,0.9500000000004244
2513,14.4,0.1884130949815042,2.072,43.2,3.03,0.0,40.121,0.693333333333006
2514,7.8,0.0,2.832,16.2,3.832,0.0,21.438,0.8233333333334182
2526,8.4,0.1697695389456583,2.4240000000000004,31.6,2.726,0.0,34.252,0.6833333333335455
2529,14.4,0.1533216301241798,2.136,53.2,3.125,0.0,42.778,0.9733333333333576
2530,7.0,0.0,2.246,18.6,3.366,0.0,33.806,0.6633333333335637
2531,13.0,0.0,2.228,29.4,3.555,0.0,37.298,0.9800000000001696
2535,3.2,0.3713880255721372,2.434,14.8,4.416,3.3047467503775096e-05,15.515,0.0399999999999636
2536,3.2,0.4004591865153393,2.09,18.0,5.463,0.0,21.887,0.0399999999999636
2537,7.2,0.4068994165998644,2.0780000000000003,25.2,5.762,0.0,23.83,0.0199999999999818
2543,8.4,0.0,2.9560000000000004,20.4,3.841,0.0,22.346,0.5566666666663878
2549,14.4,0.0732638773200923,2.422,36.0,2.948,0.0,37.094,0.9600000000000364
2552,14.4,0.1415809043675351,2.152,46.8,3.155,0.0,42.281,0.943333333333006
2589,4.8,7.482406434454324e-05,2.0740000000000003,23.6,5.79,0.0,10.436,0.3333333333334849
2594,8.8,6.368226467876689e-05,2.062,30.8,6.159,0.0,10.544,0.606666666666797
2596,8.8,4.492020778679615e-05,1.966,30.8,6.383,0.0,9.494,0.6633333333332606
2600,7.2,0.4194508901151219,2.1,18.0,5.649,0.0,18.638,0.0099999999999909
2602,5.2,0.4725076758364196,2.25,16.4,3.991,0.0,17.129,0.5899999999999181
2605,5.0,0.0865909692193832,2.148,10.2,1.837,0.0,14.938,0.2799999999998969
2606,4.6,0.2454536677442867,2.732,17.0,4.946,0.0,30.021,0.8333333333336365
2607,4.6,0.2722114047205387,2.732,17.0,4.669,0.0,28.876,0.3899999999998726
2608,4.6,0.2149547243587484,2.738,9.8,4.688,0.0,24.407,0.7566666666665091
2609,4.6,0.2283280878520667,2.738,13.4,4.779,0.0,26.95,0.716666666666697
2612,10.8,0.0,1.982,38.0,4.353,0.0,57.208,0.4599999999998848
2616,5.2,0.4463613355223583,2.3120000000000003,22.8,4.085,0.0,17.243,0.1366666666665423
2622,5.2,0.3088007679982249,2.854,19.2,4.581,0.0,31.399,0.5099999999993088
2623,5.2,0.2412412935655869,2.8600000000000003,12.0,4.503,0.0,26.045,0.4333333333336971
2624,3.2,0.3846377130112539,2.518,6.0,4.0,0.0,8.786,0.0300000000002
2625,3.2,0.41463323434045,2.1740000000000004,9.2,5.165,0.0,13.856,0.0500000000001819
2626,7.2,0.4212251844914119,2.162,16.4,5.513,0.0,15.512,0.0200000000002091
2627,5.2,0.2841099702571301,2.8600000000000003,15.6,4.511,0.0,28.404,0.4700000000002546
2628,12.0,0.4686220772900589,2.273333333333333,33.333333333333336,6.448,0.0,22.352,0.9233333333333272
2631,6.4,1.859406408300829e-05,2.362,18.0,2.87,0.0,28.907,0.6966666666668667
2635,8.4,1.5181989749327302e-05,2.85,20.4,4.0,0.0,21.019,0.9399999999995998
2644,7.6,1.859406408300829e-05,2.282,20.8,3.068,0.0,31.729,0.7700000000001334
2662,4.8,0.2150957337913034,2.83,17.2,4.787,0.0,29.478,0.4433333333334606
2663,8.0,0.0,2.6420000000000003,21.2,2.634,0.0,32.04,0.7133333333337456
2664,14.0,0.0218117832367635,2.342,42.8,3.001,0.0,41.386,0.7766666666663392
2666,14.8,9.658859114692978e-05,2.556,42.8,3.312,0.0,43.665,0.6366666666672245
2667,8.8,0.0016583541707852,2.676,32.0,3.089,0.0,39.913,0.9066666666667516
2676,8.4,0.1110386938456477,2.658,21.6,2.778,0.0,33.511,0.7299999999995634
2677,14.4,0.0,2.358,43.2,3.192,0.0,43.0,0.7300000000001697
2690,5.0,1.5181989749327302e-05,2.256,16.6,5.439,0.0,8.757,0.1933333333333848
2693,5.0,1.859406408300829e-05,2.172,23.8,5.723,0.0,10.205,0.1566666666665241
2695,9.0,3.39899990375733e-05,2.244,23.8,5.714,0.0,9.061,0.9800000000000182
2699,9.0,6.278507963191933e-05,2.16,31.0,6.013,0.0,10.473,0.5700000000000879
2700,12.2,1.859406408300829e-05,2.334,28.6,3.287,0.0,33.956,0.5200000000004366
2701,9.0,0.0,2.064,31.0,6.211,0.0,9.48,0.5266666666666424
2707,8.8,0.039420875029508,2.782,20.8,5.719,0.0,17.44,0.556666666666691
2708,8.8,0.0402000423725333,2.266,25.6,7.218,0.0,23.839,0.7366666666666788
2709,4.8,0.3770909145431426,2.638,9.2,3.937,0.0,8.744,0.0099999999999909
2713,8.8,0.0438332464905379,2.834,27.2,5.932,0.0,18.352,0.5500000000000304
2720,11.0,0.0,2.03,34.6,5.429,0.0001061903242035,10.596,0.9233333333334788
2725,11.4,0.0,2.222,27.8,4.913,0.0002914952251621,10.668,0.9766666666667636
2729,5.0,0.0,2.086,18.2,5.765,0.000495100112006,10.351,0.3800000000001091
2735,12.8,0.0,2.372,37.6,3.536,0.0,43.879,0.8033333333326785
2738,2.8,0.1296169526422017,1.7120000000000002,10.8,3.389,0.0,9.557,0.8849999999999909
2739,2.8,0.2918730210620689,1.6920000000000002,14.0,3.403,0.0,12.462,0.5740000000000691
2740,2.8,0.2386738106355531,1.7280000000000002,17.2,3.351,0.0,9.847,0.79200000000003
2741,2.8,0.3349946658282653,1.7079999999999995,20.4,3.36,0.0,12.84,0.5209999999999582
2758,14.4,0.2784590382762706,2.1100000000000003,56.8,3.134,0.0,44.554,0.7633333333333212
2759,13.0,0.0,2.002,41.8,5.327,0.0022614912466615,12.458,0.566666666666606
2760,4.8,0.1531281160334847,2.836,10.0,4.588,0.0,24.026,0.9199999999999212
2764,11.8,1.859406408300829e-05,2.282,26.6,3.468,0.0,41.096,0.8600000000001273
2765,5.8,1.859406408300829e-05,2.402,15.8,3.421,0.0,36.665,0.4699999999997999
2769,13.4,0.0,2.014,42.2,5.147,0.0031011288442885,13.164,0.5533333333332848
2773,11.0,1.5181989749327302e-05,2.2299999999999995,25.8,3.469,0.0,36.084,0.5700000000000122
2777,13.2,0.0,2.266,50.4,6.466,0.0,51.597,0.7699999999999818
2788,12.8,6.368226467876689e-05,2.194,38.0,6.465,0.0,14.057,0.8399999999999181
2794,4.8,0.1887278832990191,2.836,13.6,4.571,0.0,26.614,0.6433333333334303
2795,10.8,0.0,1.972,41.6,4.394,0.0,61.688,0.3866666666664666
2798,7.2,0.4129153659678394,2.09,21.6,5.709,0.0,21.03,0.0199999999999818
2803,6.6,1.7393154306584e-05,2.368,18.2,3.058,0.0,29.574,0.9333333333332424
2804,12.6,1.859406408300829e-05,2.35,29.0,3.144,0.0,33.166,0.8433333333335516
2812,5.2,0.3794356549918954,2.586,9.6,3.994,0.0,9.068,0.1800000000000636
2831,11.0,0.0213824549274634,2.092,32.6,4.896,0.0,21.851,0.8633333333330787
2833,6.2,0.0081426657952624,2.944,18.2,4.072,0.0,28.072,0.7100000000000364
2851,11.0,0.0216686823630851,2.072,39.0,4.92,0.0,21.68,0.8533333333337699
2852,6.2,0.010776385866542,2.9240000000000004,24.6,4.099,0.0,28.063,0.7999999999995756
2856,11.4,0.0143863864206858,2.084,39.4,4.961,0.0,22.451,0.6399999999997211
2858,5.4,0.0,2.294,17.0,3.174,0.0,30.656,0.9233333333334788
2860,14.0,0.0566983119920402,2.512,32.0,4.179,0.0,40.428,0.900000000000091
2862,10.0,0.0637793459588088,2.592,24.8,4.175,0.0,37.626,0.5900000000001455
2871,6.4,0.4122362701072523,3.44,21.6,3.654,0.0,30.232,0.2300000000004729
2882,6.0,0.0216686823630851,2.5620000000000003,21.2,3.981,0.0,38.841,0.7899999999999636
2883,10.0,0.0261032055660293,2.55,28.4,4.294,0.0,40.347,0.2966666666661695
2885,10.0,0.0311101053158318,2.362,35.6,3.993,0.0,46.16,0.75
2886,14.0,0.0304693212225914,2.35,42.8,4.307,0.0,47.686,0.7033333333333758
2890,6.0,3.469089749989412e-05,1.98,44.0,4.262,0.0,28.207,0.5800000000002304
2894,6.8,0.3540726392677802,3.0200000000000005,17.2,3.605,0.0,27.024,0.4933333333331878
2895,6.8,0.2608356354332903,3.0200000000000005,17.2,4.176,0.0,24.292,0.5766666666668243
2896,7.4,0.0129022566585152,2.116,25.8,4.554,0.0,44.636,0.213333333332533
2898,11.4,0.0143863864206858,1.924,40.2,5.473,0.0,46.748,0.8766666666663999
2910,6.8,0.3452512443071036,3.036,23.6,3.591,0.0,27.231,0.6000000000000606
2913,6.8,0.2497181019538773,3.036,23.6,4.226,0.0,24.131,0.6700000000000728
2919,8.4,1.7393154306584e-05,2.93,24.0,4.057,0.0,23.47,0.810000000000097
2921,7.0,0.0337740600225849,2.084,31.8,5.126,0.0,40.921,0.3000000000001819
2926,7.4,0.0133911771897139,2.096,32.2,4.575,0.0,44.226,0.2400000000009944
2928,14.4,0.270567073271756,2.1260000000000003,50.4,3.155,0.0,44.227,0.683333333333394
2931,8.333333333333334,1.7892146506089982e-05,1.593333333333333,38.333333333333336,5.552,0.0053906086910735,16.68,0.0066666666666606
2932,13.2,0.0,2.212,34.8,4.035,0.0,40.82,0.3866666666664666
2936,9.2,0.002044218076494,2.882,31.2,6.325,0.0,24.989,0.5566666666665393
2940,9.0,0.1656865547190917,3.082,27.4,2.805,0.0,80.931,0.2999999999992724
2941,7.2,0.2324450015705091,2.8760000000000003,22.4,4.248,0.0,41.951,0.3499999999994543
2943,7.2,0.2199674791984173,2.882,16.0,4.021,0.0,44.593,0.4600000000009459
2946,6.4,0.4324963440066798,3.402,11.6,4.432,0.0,44.491,0.5
2948,6.4,0.45149255156552,3.2299999999999995,13.2,5.268,0.0,47.553,0.5999999999985448
2950,2.6666666666666665,0.0,1.5633333333333337,10.0,4.747,0.0036507005697921,13.859,0.3533333333333151
2953,15.5,0.006270923800204,2.605,48.75,3.191,0.0,42.712,0.8666666666667879
2959,11.5,0.3531299793866235,2.891666666666666,39.66666666666666,6.764,0.0,35.762,0.626666666666703
2963,4.571428571428571,0.414946519502452,2.4185714285714286,10.571428571428571,6.548,0.0,7.875,0.9033333333333454
2964,3.7142857142857135,0.4152019521187708,2.415714285714286,9.714285714285714,6.788,0.0,8.175,0.6833333333332424
2965,4.0,0.415669351490013,2.4414285714285717,10.0,6.568,0.0,7.843,0.5966666666668061
2974,3.7777777777777777,0.300185447766624,2.3866666666666667,6.444444444444445,5.793,6.524044193646502e-05,32.787,0.0233333333332363
2975,3.7777777777777777,0.2975057656965979,2.37,9.11111111111111,6.759,7.143309442941744e-05,40.954,0.0299999999997453
2978,4.888888888888889,0.3012918834176502,2.3833333333333333,8.444444444444445,5.659,6.574332346507754e-05,34.277,0.0200000000004365
2980,4.888888888888889,0.301411575139456,2.0011111111111117,12.0,7.209,0.0,54.34,0.0500000000001819
2983,4.888888888888889,0.3053105222300831,2.3666666666666667,11.11111111111111,6.641,0.0002111038522847,43.055,0.0266666666663392
2984,4.888888888888889,0.3024551990804445,2.333333333333333,10.444444444444445,5.529,0.0,35.455,0.25
2985,5.857142857142857,1.7146309650429665e-05,2.4114285714285715,27.285714285714285,6.354,0.0005486057691231,16.752,0.7333333333334243
2987,4.888888888888889,0.3065354419474729,2.3166666666666664,13.11111111111111,6.505,0.0003295882410458,44.653,0.0166666666661209
2988,4.888888888888889,0.3035600812429075,1.9344444444444444,16.666666666666668,7.965,0.0,62.201,0.1199999999998908
2989,5.857142857142857,0.0002987835930263,2.645714285714285,25.0,5.399,0.0004096214007953,15.298,0.2599999999997635
2990,13.4,0.2165882888311728,2.43,32.4,5.094,0.0,34.758,0.266666666666121
2993,14.0,0.3441542100561847,2.563,31.2,5.333,0.0,43.956,0.873333333333297
3001,8.666666666666666,0.0882524672098158,3.373333333333333,27.33333333333333,2.35,0.0,23.448,0.2100000000000363
3017,7.333333333333333,0.060977995704011,2.405,23.0,2.471,0.0,20.7,0.7600000000002183
3018,4.714285714285714,0.4146103567972724,2.488571428571429,10.714285714285714,6.556,0.0,8.166,0.8533333333331635
3019,13.166666666666666,0.0303123331417382,2.268333333333333,39.5,3.429,0.0,21.061,0.7166666666668485
3020,8.0,0.0059798444644984,2.4266666666666667,32.0,2.81,0.0,22.88,0.7999999999997272
3021,3.857142857142857,0.415088502611936,2.4857142857142853,9.857142857142858,6.665,0.0,8.107,0.5666666666669092
3022,7.333333333333333,0.3484446945230598,3.0500000000000003,16.333333333333332,1.898,0.0,22.301,0.8966666666665333
3034,7.666666666666667,0.1663462624956051,3.283333333333333,15.0,2.631,0.0090596706555079,45.714,0.2433333333331878
3037,6.0,0.1663462624956051,3.3166666666666664,12.0,2.538,0.0093472339249263,43.597,0.180000000000291
3038,6.0,0.0684180035232838,2.356666666666667,21.666666666666668,3.093,0.005091595175047,33.758,0.6300000000001091
3043,6.0,0.1135612468271221,2.39,27.0,3.096,0.0055804743887614,33.89,0.7399999999997817
3047,7.666666666666667,0.2128709095333413,3.228333333333333,24.0,2.778,0.0076850788591368,58.45,0.2766666666669455
3048,8.0,0.3440907198666152,3.023333333333333,15.333333333333334,3.628,0.0,27.971,0.8333333333336365
3053,11.375,0.3231184188771384,2.81,23.375,5.786,0.0,41.409,0.9233333333331756
3055,11.375,0.3188206261132474,2.7350000000000003,27.875,6.406,0.0,42.185,0.6299999999998059
3060,11.375,0.2346458761493272,2.695,40.375,7.196,0.0,46.08,0.7666666666667273
3063,11.375,0.2827639463336713,2.7775,27.875,6.151,0.0,43.738,0.9133333333335636
3069,11.375,0.2614783792220658,2.7025,32.375,6.727,0.0,44.759,0.6533333333339518
3074,11.5,0.2216329734765982,2.81375,23.5,5.375,0.0,41.837,0.9633333333331392
3076,11.5,0.2082991633426677,2.73875,28.0,5.895,0.0,42.596,0.810000000000097
3078,6.333333333333333,0.0605760604232058,2.353333333333333,30.33333333333333,3.336,0.0,39.513,0.8699999999998909
3084,6.333333333333333,0.06945988967349,2.3366666666666664,35.666666666666664,3.345,0.0,39.62,0.8399999999995392
3085,11.5,0.2320235392433084,2.70625,32.5,6.327,0.0,46.19,0.5633333333335031
3087,5.833333333333333,0.0579349292232852,2.3516666666666666,21.5,3.06,0.0047909369419843,35.276,0.2066666666666302
3090,6.0,0.0026401716603057,3.046666666666667,24.666666666666668,2.462,0.0030564789887452,27.728,0.1599999999998544
3091,6.0,0.0290078590368846,2.473333333333333,30.0,3.134,0.0061084731522512,35.175,0.9700000000002548
3094,7.0,0.0780018873605625,2.928333333333333,17.333333333333332,4.467,0.0,23.178,0.2600000000002183
3103,6.333333333333333,0.0899756802686562,2.35,30.33333333333333,3.261,0.0,39.813,0.8533333333337699
3112,5.833333333333333,0.1017974464849362,2.385,26.83333333333333,3.054,0.0052463254698351,35.349,0.3866666666666181
3115,7.0,0.0674916266496948,2.9616666666666664,22.666666666666668,4.45,0.0,23.311,0.2899999999999636
3116,8.0,0.2031996171604376,3.0194444444444444,18.88888888888889,6.917,1.845333880200107e-05,37.955,0.2899999999999636
3117,6.333333333333333,0.3577129437306039,3.2622222222222224,15.666666666666666,1.932,0.0,71.373,0.2300000000013824
3118,8.0,0.1628352172863799,3.0283333333333338,18.0,6.924,0.0,32.874,0.2899999999999636
3119,8.0,0.2987266505642303,3.025555555555556,18.444444444444443,6.833,0.0,34.541,0.2899999999999636
